decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp
1.0,4.0,0,4,37.0,3.2,-0.42,P,7,P,94,1,3,44,0,1.0,a Passed 1st time,5,746.315771,g 700+
6.0,8.0,1,1,38.0,2.8,0.77,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,4,722.105244,g 700+
2.0,2.0,0,3,36.0,3.2,-0.84,P,2,P,95,1,4,64,0,1.0,a Passed 1st time,3,730.526298,g 700+
9.0,9.0,1,1,37.0,3.8,1.25,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,4,806.3157709999999,g 700+
3.0,3.0,1,2,29.0,2.6,-0.59,P,7,P,95,2,2,42,1,1.0,a Passed 1st time,2,559.999987,d 520-580
5.0,6.0,1,3,38.0,2.8,0.21,P,2,P,95,2,4,62,1,1.0,a Passed 1st time,3,722.105244,g 700+
7.0,7.0,0,6,37.0,3.2,0.35,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,1,746.315771,g 700+
4.0,3.0,0,1,42.0,3.4,-0.79,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,4,845.2631359999999,g 700+
2.0,2.0,1,4,46.0,3.8,-0.97,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,948.421028,g 700+
9.0,9.0,1,1,46.0,3.5,1.17,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,918.421028,g 700+
4.0,5.0,0,3,40.0,2.7,-0.14,P,2,P,95,2,3,61,1,1.0,a Passed 1st time,3,743.6841900000001,g 700+
9.0,10.0,1,4,44.0,3.1,1.4,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,5,846.842082,g 700+
4.0,3.0,0,3,37.0,3.2,-0.79,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,746.315771,g 700+
5.0,2.0,1,1,35.0,2.6,-0.91,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,654.736825,f 640-700
9.0,9.0,1,1,38.0,3.4,1.02,P,7,P,94,1,5,60,0,1.0,a Passed 1st time,4,782.105244,g 700+
9.0,9.0,0,3,36.0,3.9,1.13,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,800.526298,g 700+
4.0,5.0,1,2,33.0,2.8,-0.16,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,2,643.157879,f 640-700
1.0,3.0,0,3,36.0,3.2,-0.59,P,7,P,94,1,2,63,0,1.0,a Passed 1st time,3,730.526298,g 700+
9.0,10.0,1,1,43.0,3.2,1.4,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,4,841.052609,g 700+
1.0,2.0,1,1,25.5,3.1,-0.92,P,7,P,94,1,2,59,0,1.0,a Passed 1st time,4,554.7368315,d 520-580
1.0,2.0,0,2,29.0,3.1,-1.19,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,2,609.999987,e 580-640
6.0,5.0,1,1,45.0,2.7,0.0,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,822.6315549999999,g 700+
6.0,6.0,1,3,36.0,2.7,0.2,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,680.526298,f 640-700
2.0,3.0,1,1,42.0,3.7,-0.66,P,7,P,95,1,4,58,0,1.0,a Passed 1st time,4,875.263136,g 700+
7.0,8.0,0,1,42.0,3.0,0.78,P,7,P,94,1,5,48,0,1.0,a Passed 1st time,4,805.263136,g 700+
3.0,4.0,0,1,40.0,3.0,-0.46,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,4,773.68419,g 700+
1.0,2.0,0,3,37.0,2.4,-0.94,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,666.3157709999999,f 640-700
10.0,9.0,0,3,41.0,3.3,1.05,P,7,P,93,1,4,56,0,1.0,a Passed 1st time,3,819.473663,g 700+
7.0,5.0,1,1,44.0,2.7,-0.04,P,7,P,95,2,4,52,1,1.0,a Passed 1st time,4,806.842082,g 700+
4.0,3.0,0,6,22.0,2.5,-0.6,F,2,F,95,1,3,55,0,0.0,c Failed,1,439.473676,b 400-460
5.0,8.0,0,6,22.0,2.9,0.67,F,7,F,94,1,2,59,0,0.0,c Failed,1,479.473676,c 460-520
8.0,8.0,0,3,25.0,3.5,0.57,P,7,P,94,1,5,59,0,1.0,a Passed 1st time,3,586.842095,e 580-640
2.0,3.0,1,4,39.0,3.0,-0.65,P,2,P,95,1,3,67,0,1.0,a Passed 1st time,5,757.8947169999999,g 700+
10.0,9.0,1,3,31.5,2.8,1.09,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,3,619.4736694999999,e 580-640
4.0,4.0,1,3,37.0,3.9,-0.36,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,816.3157709999999,g 700+
5.0,4.0,1,2,29.0,3.3,-0.44,P,7,P,95,1,3,58,0,1.0,a Passed 1st time,2,629.9999869999999,e 580-640
4.0,8.0,1,4,39.0,2.4,0.82,F,7,F,95,2,3,58,1,0.0,c Failed,5,697.8947169999999,f 640-700
3.0,2.0,0,3,30.7,2.7,-0.87,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,596.8420911,e 580-640
4.0,2.0,1,1,42.0,2.6,-0.94,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,4,765.263136,g 700+
3.0,3.0,0,4,44.0,3.8,-0.64,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,916.842082,g 700+
7.0,8.0,0,4,37.0,3.3,0.56,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,756.3157709999999,g 700+
1.0,1.0,1,1,27.5,2.7,-1.76,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,4,546.3157775,d 520-580
3.0,5.0,1,3,33.0,2.9,-0.2,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,653.157879,f 640-700
4.0,4.0,0,3,28.0,3.7,-0.44,P,7,P,94,1,2,45,0,1.0,a Passed 1st time,3,654.210514,f 640-700
2.0,3.0,1,3,35.0,3.1,-0.68,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,704.736825,g 700+
7.0,10.0,0,1,33.0,2.8,2.79,P,7,P,94,1,1,51,0,1.0,a Passed 1st time,4,643.157879,f 640-700
10.0,10.0,1,3,40.0,2.8,1.49,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,753.68419,g 700+
4.0,4.0,0,2,35.0,3.0,-0.42,P,2,P,95,1,3,66,0,1.0,a Passed 1st time,2,694.736825,f 640-700
9.0,9.0,1,4,39.0,3.6,1.04,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,817.894717,g 700+
10.0,10.0,1,2,35.0,2.7,1.85,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,2,664.736825,f 640-700
3.0,5.0,1,5,45.0,4.0,-0.19,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,952.631555,g 700+
4.0,6.0,0,1,42.0,3.3,0.24,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,835.2631359999999,g 700+
9.0,8.0,1,2,34.0,3.1,0.75,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,2,688.947352,f 640-700
5.0,8.0,0,1,40.0,3.0,0.76,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,773.68419,g 700+
2.0,2.0,0,3,38.0,3.3,-0.89,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,3,772.105244,g 700+
9.0,8.0,0,3,34.5,3.2,0.82,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,3,706.8420885,g 700+
6.0,7.0,1,1,34.0,3.3,0.55,P,7,P,94,1,3,47,0,1.0,a Passed 1st time,4,708.9473519999999,g 700+
2.0,3.0,1,1,32.0,3.7,-0.77,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,717.368406,g 700+
8.0,8.0,1,1,36.0,3.2,0.66,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,4,730.526298,g 700+
3.0,6.0,1,2,30.0,3.2,0.02,P,7,P,94,1,1,54,0,1.0,a Passed 1st time,2,635.78946,e 580-640
2.0,5.0,1,3,33.0,2.4,-0.05,F,7,P,95,1,3,5,0,1.0,b Passed 2nd time,3,603.157879,e 580-640
10.0,10.0,0,2,41.0,3.3,1.48,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,2,819.473663,g 700+
2.0,6.0,1,3,27.0,3.4,0.12,F,7,F,94,1,3,48,0,0.0,c Failed,3,608.421041,e 580-640
3.0,2.0,0,4,42.0,3.7,-0.97,P,7,P,94,1,2,55,0,1.0,a Passed 1st time,5,875.263136,g 700+
2.0,6.0,1,4,42.0,3.5,0.13,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,855.263136,g 700+
7.0,7.0,1,4,39.0,3.8,0.41,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,837.8947169999999,g 700+
4.0,5.0,1,2,30.0,2.9,-0.16,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,2,605.78946,e 580-640
2.0,3.0,1,1,40.0,2.8,-0.72,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,4,753.68419,g 700+
6.0,3.0,0,1,36.0,3.9,-0.64,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,800.526298,g 700+
2.0,4.0,0,3,36.0,3.9,-0.31,P,7,P,94,1,2,50,0,1.0,a Passed 1st time,3,800.526298,g 700+
6.0,7.0,0,3,31.0,3.3,0.48,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,661.578933,f 640-700
7.0,8.0,1,3,37.0,2.8,0.59,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,706.3157709999999,g 700+
7.0,10.0,1,3,42.0,2.7,1.43,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,775.263136,g 700+
5.0,7.0,1,1,41.0,3.0,0.29,P,7,P,94,1,3,64,0,1.0,a Passed 1st time,4,789.473663,g 700+
8.0,4.0,1,4,38.0,2.5,-0.36,F,7,P,96,2,1,54,1,1.0,b Passed 2nd time,5,692.105244,f 640-700
7.0,8.0,1,2,36.0,2.8,0.68,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,2,690.526298,f 640-700
6.0,7.0,0,1,35.0,4.0,0.4,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,794.736825,g 700+
2.0,2.0,1,1,25.5,3.3,-0.91,F,7,P,96,1,3,58,0,1.0,b Passed 2nd time,4,574.7368315,d 520-580
8.0,9.0,0,3,28.3,3.3,1.02,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,618.9473558999999,e 580-640
3.0,2.0,1,5,43.0,3.3,-1.06,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,6,851.052609,g 700+
10.0,10.0,1,3,37.0,3.1,1.97,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,736.315771,g 700+
4.0,5.0,0,1,27.5,2.9,-0.1,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,566.3157775,d 520-580
8.0,9.0,1,1,39.0,3.7,0.88,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,4,827.894717,g 700+
8.0,8.0,1,1,41.0,3.5,0.7,P,7,P,94,1,4,50,0,1.0,a Passed 1st time,4,839.473663,g 700+
3.0,5.0,1,1,37.5,3.0,-0.12,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,4,734.2105075,g 700+
4.0,5.0,1,1,33.0,3.6,-0.05,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,723.157879,g 700+
10.0,7.0,0,4,40.0,3.7,0.33,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,5,843.6841900000001,g 700+
3.0,4.0,1,1,44.0,3.4,-0.41,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,876.842082,g 700+
8.0,7.0,1,1,43.0,2.7,0.57,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,791.052609,g 700+
6.0,6.0,0,4,41.0,3.3,0.16,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,5,819.473663,g 700+
10.0,8.0,0,5,42.0,3.4,0.96,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,6,845.2631359999999,g 700+
7.0,8.0,1,3,38.0,3.1,0.69,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,752.105244,g 700+
3.0,2.0,1,1,42.0,3.6,-0.84,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,865.263136,g 700+
2.0,3.0,1,3,38.0,2.9,-0.7,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,732.105244,g 700+
1.0,2.0,1,1,41.0,3.5,-1.22,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,4,839.473663,g 700+
4.0,5.0,1,3,36.5,3.8,-0.17,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,798.4210344999999,g 700+
1.0,1.0,1,3,33.5,2.6,-1.45,F,7,F,94,1,3,59,0,0.0,c Failed,3,631.0526155,e 580-640
5.0,5.0,1,3,33.5,2.5,-0.2,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,3,621.0526155,e 580-640
8.0,7.0,0,1,42.0,3.3,0.54,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,835.2631359999999,g 700+
1.0,1.0,0,4,38.0,3.6,-2.01,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,802.105244,g 700+
2.0,4.0,0,1,45.0,3.6,-0.4,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,912.631555,g 700+
7.0,8.0,1,2,32.0,2.8,0.71,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,2,627.3684059999999,e 580-640
10.0,10.0,0,3,33.0,3.4,1.68,P,7,P,94,1,3,50,0,1.0,a Passed 1st time,3,703.157879,g 700+
10.0,10.0,0,1,40.0,3.3,1.62,P,2,P,94,1,4,61,0,1.0,a Passed 1st time,4,803.68419,g 700+
4.0,8.0,1,4,44.0,3.5,0.69,P,7,P,94,1,5,58,0,1.0,a Passed 1st time,5,886.842082,g 700+
2.0,4.0,0,1,30.0,3.5,-0.3,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,665.78946,f 640-700
1.0,1.0,1,1,39.0,3.5,-1.56,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,807.8947169999999,g 700+
4.0,1.0,0,4,33.0,3.1,-1.56,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,5,673.157879,f 640-700
7.0,7.0,1,4,43.0,3.6,0.45,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,881.052609,g 700+
5.0,6.0,0,3,39.0,3.5,0.24,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,807.8947169999999,g 700+
2.0,2.0,0,1,41.0,3.2,-0.9,P,2,P,94,1,4,65,0,1.0,a Passed 1st time,4,809.473663,g 700+
7.0,6.0,0,1,41.0,3.4,0.24,P,2,P,95,2,3,49,1,1.0,a Passed 1st time,4,829.473663,g 700+
5.0,5.0,1,3,36.0,3.3,-0.17,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,3,740.526298,g 700+
1.0,2.0,0,3,27.0,3.5,-1.05,F,7,P,95,1,3,45,0,1.0,b Passed 2nd time,3,618.4210410000001,e 580-640
7.0,5.0,0,1,42.0,3.1,-0.12,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,4,815.263136,g 700+
5.0,5.0,0,4,38.0,3.4,-0.03,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,782.105244,g 700+
8.0,7.0,0,4,45.0,3.9,0.46,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,942.631555,g 700+
3.0,3.0,0,2,32.0,3.3,-0.71,F,7,P,95,1,2,53,0,1.0,b Passed 2nd time,2,677.3684059999999,f 640-700
9.0,10.0,0,2,37.0,2.5,1.36,P,2,P,94,1,4,67,0,1.0,a Passed 1st time,2,676.315771,f 640-700
6.0,8.0,1,4,41.0,3.5,0.59,P,7,P,94,1,5,58,0,1.0,a Passed 1st time,5,839.473663,g 700+
9.0,9.0,0,3,35.5,3.9,1.01,P,7,P,94,1,1,62,0,1.0,a Passed 1st time,3,792.6315615,g 700+
7.0,8.0,1,1,44.0,3.0,0.77,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,836.842082,g 700+
9.0,8.0,1,1,39.0,2.9,0.7,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,747.8947169999999,g 700+
4.0,2.0,1,4,41.0,3.7,-0.84,F,7,F,94,1,3,61,0,0.0,c Failed,5,859.473663,g 700+
3.0,1.0,0,3,33.0,2.7,-1.51,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,633.157879,e 580-640
9.0,8.0,1,5,46.0,3.6,0.78,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,928.421028,g 700+
3.0,4.0,0,4,47.0,3.7,-0.47,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,954.210501,g 700+
6.0,7.0,1,4,43.0,3.6,0.34,P,7,P,94,1,3,54,0,1.0,a Passed 1st time,5,881.052609,g 700+
10.0,10.0,1,1,39.0,3.6,1.61,P,7,P,95,1,2,63,0,1.0,a Passed 1st time,4,817.894717,g 700+
9.0,8.0,0,3,35.0,3.1,0.57,P,7,P,94,1,2,60,0,1.0,a Passed 1st time,3,704.736825,g 700+
5.0,5.0,0,3,27.0,2.8,-0.16,P,2,P,94,1,3,66,0,1.0,a Passed 1st time,3,548.421041,d 520-580
2.0,4.0,1,6,25.0,2.4,-0.42,F,7,P,95,1,4,60,0,1.0,b Passed 2nd time,1,476.842095,c 460-520
9.0,9.0,1,1,37.0,3.7,1.08,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,796.315771,g 700+
8.0,8.0,1,4,48.0,3.5,0.77,P,2,P,96,1,4,61,0,1.0,a Passed 1st time,5,949.999974,g 700+
1.0,4.0,1,3,39.0,3.3,-0.29,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,787.8947169999999,g 700+
6.0,10.0,1,5,42.0,2.4,1.55,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,6,745.2631359999999,g 700+
8.0,7.0,1,1,39.0,3.6,0.44,P,2,P,95,1,3,66,0,1.0,a Passed 1st time,4,817.894717,g 700+
1.0,1.0,0,4,23.7,2.7,-2.27,P,7,P,95,1,4,52,0,1.0,a Passed 1st time,5,486.3157801,c 460-520
8.0,8.0,0,1,44.0,2.2,0.58,F,7,P,95,1,4,59,0,1.0,b Passed 2nd time,4,756.842082,g 700+
5.0,4.0,1,3,32.5,3.3,-0.44,P,2,P,94,1,4,67,0,1.0,a Passed 1st time,3,685.2631425,f 640-700
6.0,6.0,0,3,31.0,3.0,0.0,P,7,P,94,1,3,51,0,1.0,a Passed 1st time,3,631.578933,e 580-640
5.0,6.0,0,4,46.0,3.9,0.15,P,7,P,94,1,5,59,0,1.0,a Passed 1st time,5,958.421028,g 700+
9.0,10.0,0,4,44.0,3.3,1.37,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,866.842082,g 700+
3.0,3.0,0,5,30.0,3.6,-0.67,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,6,675.78946,f 640-700
2.0,5.0,0,1,38.0,3.4,-0.17,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,782.105244,g 700+
9.0,9.0,0,4,40.0,2.9,1.12,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,5,763.68419,g 700+
3.0,5.0,1,1,34.0,3.5,-0.05,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,4,728.9473519999999,g 700+
7.0,8.0,1,5,44.0,3.7,0.67,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,6,906.842082,g 700+
10.0,10.0,1,6,40.0,3.7,2.27,P,7,P,95,2,4,41,1,1.0,a Passed 1st time,1,843.6841900000001,g 700+
8.0,6.0,0,4,45.0,3.8,0.2,P,7,P,94,1,5,64,0,1.0,a Passed 1st time,5,932.631555,g 700+
2.0,4.0,1,3,36.0,3.3,-0.48,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,740.526298,g 700+
9.0,10.0,0,6,28.0,3.5,1.36,P,7,P,94,1,5,47,0,1.0,a Passed 1st time,1,634.210514,e 580-640
7.0,7.0,0,4,38.0,2.9,0.26,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,5,732.105244,g 700+
1.0,2.0,1,3,36.0,3.5,-1.12,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,760.526298,g 700+
2.0,4.0,0,3,42.0,2.8,-0.5,P,2,P,94,1,4,64,0,1.0,a Passed 1st time,3,785.2631359999999,g 700+
4.0,7.0,1,6,31.0,2.7,0.31,P,2,P,94,1,3,62,0,1.0,a Passed 1st time,1,601.578933,e 580-640
3.0,5.0,0,3,34.0,2.8,-0.13,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,3,658.9473519999999,f 640-700
4.0,6.0,1,3,32.0,3.3,0.02,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,677.3684059999999,f 640-700
4.0,5.0,0,3,31.0,3.2,-0.17,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,651.578933,f 640-700
10.0,9.0,1,2,32.0,3.0,0.93,P,7,P,94,1,1,58,0,1.0,a Passed 1st time,2,647.368406,f 640-700
10.0,10.0,0,1,40.0,3.8,1.78,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,4,853.68419,g 700+
3.0,2.0,1,4,37.3,3.7,-1.04,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,801.0526129,g 700+
2.0,3.0,1,3,34.0,3.2,-0.76,F,2,F,95,1,4,65,0,0.0,c Failed,3,698.947352,f 640-700
8.0,6.0,0,4,33.0,2.8,0.21,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,5,643.157879,f 640-700
2.0,3.0,1,3,38.0,2.7,-0.52,P,2,P,95,1,4,61,0,1.0,a Passed 1st time,3,712.105244,g 700+
3.0,4.0,1,4,37.0,2.7,-0.29,F,7,P,95,2,2,52,1,1.0,b Passed 2nd time,5,696.315771,f 640-700
2.0,2.0,0,2,28.5,3.0,-1.1,P,7,P,94,1,2,53,0,1.0,a Passed 1st time,2,592.1052505,e 580-640
6.0,4.0,0,6,33.0,3.7,-0.55,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,1,733.157879,g 700+
9.0,8.0,0,4,35.0,3.5,0.66,P,2,P,95,2,3,57,1,1.0,a Passed 1st time,5,744.736825,g 700+
2.0,1.0,1,3,30.0,3.3,-1.81,F,2,P,95,2,3,65,1,1.0,b Passed 2nd time,3,645.78946,f 640-700
10.0,9.0,1,4,41.0,3.4,1.2,F,7,P,96,1,3,58,0,1.0,b Passed 2nd time,5,829.473663,g 700+
1.0,3.0,0,4,33.0,3.2,-0.52,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,5,683.157879,f 640-700
5.0,4.0,1,3,36.0,3.2,-0.25,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,730.526298,g 700+
2.0,4.0,0,3,30.5,3.0,-0.25,P,7,P,94,2,4,62,1,1.0,a Passed 1st time,3,623.6841965,e 580-640
4.0,4.0,0,5,37.0,3.2,-0.47,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,6,746.315771,g 700+
1.0,1.0,0,3,36.0,2.9,-1.94,F,2,F,95,1,4,66,0,0.0,c Failed,3,700.526298,g 700+
3.0,2.0,1,1,40.0,2.6,-1.26,P,7,P,94,1,2,54,0,1.0,a Passed 1st time,4,733.6841900000001,g 700+
6.0,6.0,0,1,33.0,3.6,0.24,P,7,P,95,1,4,62,0,1.0,a Passed 1st time,4,723.157879,g 700+
8.0,9.0,0,1,36.0,3.3,0.96,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,740.526298,g 700+
4.0,2.0,0,1,35.0,3.9,-1.05,P,7,P,93,1,3,48,0,1.0,a Passed 1st time,4,784.736825,g 700+
4.0,4.0,1,3,36.0,3.4,-0.26,P,7,P,94,1,2,62,0,1.0,a Passed 1st time,3,750.526298,g 700+
9.0,9.0,1,1,48.0,3.5,0.99,P,7,P,94,1,4,47,0,1.0,a Passed 1st time,4,949.999974,g 700+
2.0,2.0,1,3,38.0,3.6,-1.03,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,802.105244,g 700+
3.0,2.0,1,1,46.0,2.9,-0.97,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,4,858.421028,g 700+
9.0,8.0,0,4,36.0,3.0,0.62,P,7,P,95,1,4,56,0,1.0,a Passed 1st time,5,710.526298,g 700+
2.0,6.0,1,3,36.0,2.3,0.18,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,640.526298,f 640-700
5.0,5.0,1,3,34.0,3.5,-0.15,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,728.9473519999999,g 700+
3.0,2.0,1,1,31.0,3.3,-1.18,P,2,P,95,1,2,68,0,1.0,a Passed 1st time,4,661.578933,f 640-700
2.0,2.0,0,3,25.0,2.5,-0.89,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,486.842095,c 460-520
1.0,4.0,1,3,35.0,2.6,-0.39,P,7,P,95,2,4,45,1,1.0,a Passed 1st time,3,654.736825,f 640-700
8.0,9.0,1,3,33.0,3.9,1.12,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,753.157879,g 700+
9.0,10.0,1,1,46.0,3.5,1.3,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,4,918.421028,g 700+
9.0,7.0,1,3,40.0,3.0,0.47,P,2,P,96,2,4,58,1,1.0,a Passed 1st time,3,773.68419,g 700+
2.0,1.0,0,3,29.5,3.4,-1.87,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,647.8947234999999,f 640-700
7.0,6.0,0,3,34.0,3.0,0.15,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,3,678.9473519999999,f 640-700
6.0,8.0,1,2,32.0,3.2,0.64,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,2,667.368406,f 640-700
2.0,2.0,1,1,28.0,3.0,-1.2,F,7,P,96,1,2,49,0,1.0,b Passed 2nd time,4,584.210514,e 580-640
6.0,5.0,0,3,30.0,3.0,-0.1,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,615.78946,e 580-640
9.0,9.0,1,1,48.0,3.5,1.25,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,949.999974,g 700+
6.0,4.0,0,3,34.0,3.4,-0.27,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,718.9473519999999,g 700+
4.0,6.0,0,5,41.0,3.7,0.1,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,859.473663,g 700+
10.0,9.0,1,1,42.0,2.8,0.88,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,785.2631359999999,g 700+
8.0,6.0,0,1,31.0,3.8,0.14,P,7,P,94,1,4,55,0,1.0,a Passed 1st time,4,711.578933,g 700+
9.0,8.0,0,2,37.0,3.7,0.51,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,2,796.315771,g 700+
2.0,2.0,1,3,34.0,3.0,-1.02,F,7,F,94,1,4,56,0,0.0,c Failed,3,678.9473519999999,f 640-700
9.0,7.0,1,4,43.0,3.8,0.34,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,901.052609,g 700+
3.0,3.0,0,3,33.0,3.3,-0.68,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,693.157879,f 640-700
6.0,7.0,1,4,48.0,3.6,0.29,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,5,959.999974,g 700+
1.0,2.0,0,1,40.0,3.0,-1.11,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,4,773.68419,g 700+
