decile1b,decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,dob_yr,zgpa,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp,indxgrp2
3.0,3.0,4.0,1,2,31.0,3.2,-0.44,66,-0.68,1,3,59,0,1.0,a Passed 1st time,2,651.578933,f 640-700,5
4.0,3.0,4.0,0,3,39.0,3.2,-0.29,68,-0.7,1,5,61,0,1.0,a Passed 1st time,3,777.894717,g 700+,7
10.0,10.0,10.0,1,4,42.0,3.3,1.46,62,1.33,1,4,55,0,1.0,a Passed 1st time,5,835.2631359999999,g 700+,8
8.0,8.0,8.0,1,3,29.0,3.5,0.73,70,0.56,1,3,68,0,1.0,a Passed 1st time,3,649.9999869999999,f 640-700,5
2.0,2.0,2.0,1,1,40.0,3.3,-0.98,69,-1.32,1,5,67,0,1.0,a Passed 1st time,4,803.68419,g 700+,7
10.0,10.0,10.0,1,3,40.0,3.8,2.47,69,2.54,1,4,67,0,1.0,a Passed 1st time,3,853.68419,g 700+,8
8.0,6.0,8.0,0,6,25.0,2.5,0.77,67,0.02,1,2,60,0,1.0,a Passed 1st time,1,486.842095,c 460-520,2
1.0,2.0,1.0,0,1,35.0,3.5,-1.33,50,-0.96,1,3,43,0,0.0,c Failed,4,744.736825,g 700+,6
5.0,5.0,5.0,1,1,29.5,3.0,0.04,66,-0.25,1,4,64,0,0.0,c Failed,4,607.8947235,e 580-640,4
6.0,6.0,6.0,1,3,30.0,2.7,0.06,64,0.22,1,3,57,0,1.0,a Passed 1st time,3,585.78946,e 580-640,4
10.0,10.0,10.0,1,4,48.0,3.7,1.77,67,1.39,1,5,60,0,1.0,a Passed 1st time,5,969.999974,g 700+,8
10.0,10.0,10.0,1,3,37.0,3.8,1.85,62,1.97,1,2,55,0,1.0,a Passed 1st time,3,806.3157709999999,g 700+,7
1.0,3.0,2.0,0,1,21.5,2.6,-1.23,63,-0.83,2,3,56,1,0.0,c Failed,4,441.5789395,b 400-460,1
9.0,8.0,9.0,0,2,37.0,3.2,0.96,58,0.54,1,3,51,0,1.0,a Passed 1st time,2,746.315771,g 700+,6
6.0,5.0,6.0,0,5,39.0,3.1,0.25,70,-0.1,1,5,63,0,1.0,a Passed 1st time,6,767.894717,g 700+,7
3.0,3.0,3.0,1,3,36.0,2.2,-0.69,68,-0.83,1,3,61,0,1.0,a Passed 1st time,3,630.526298,e 580-640,4
8.0,10.0,9.0,0,3,32.0,3.4,0.84,69,1.74,1,4,62,0,1.0,a Passed 1st time,3,687.3684059999999,f 640-700,5
1.0,1.0,2.0,1,3,38.0,3.4,-1.13,69,-1.59,1,4,62,0,1.0,a Passed 1st time,3,782.105244,g 700+,7
9.0,9.0,9.0,1,1,41.0,3.5,1.26,62,1.28,1,4,55,0,1.0,a Passed 1st time,4,839.473663,g 700+,8
9.0,10.0,9.0,1,1,39.0,3.5,1.28,66,1.67,1,3,59,0,1.0,a Passed 1st time,4,807.8947169999999,g 700+,7
5.0,4.0,6.0,1,3,31.5,3.5,0.02,67,-0.42,1,4,65,0,1.0,a Passed 1st time,3,689.4736694999999,f 640-700,5
2.0,3.0,3.0,1,6,17.0,3.0,-0.68,63,-0.82,1,2,61,0,0.0,c Failed,1,410.526311,b 400-460,1
6.0,6.0,6.0,1,5,42.0,3.4,0.15,68,0.05,1,4,61,0,1.0,a Passed 1st time,6,845.2631359999999,g 700+,8
2.0,3.0,2.0,1,2,29.0,3.3,-0.99,66,-0.91,1,3,59,0,1.0,b Passed 2nd time,2,629.9999869999999,e 580-640,4
9.0,7.0,9.0,1,2,38.0,3.4,0.89,68,0.41,1,3,61,0,1.0,a Passed 1st time,2,782.105244,g 700+,7
9.0,9.0,9.0,1,4,47.0,3.2,1.11,57,1.03,1,1,55,0,1.0,a Passed 1st time,5,904.210501,g 700+,8
10.0,8.0,10.0,1,5,43.0,3.0,1.47,68,0.73,1,3,61,0,1.0,a Passed 1st time,6,821.052609,g 700+,8
9.0,9.0,9.0,1,3,40.0,2.5,1.1,62,1.1,1,3,55,0,1.0,a Passed 1st time,3,723.68419,g 700+,6
10.0,10.0,10.0,1,1,34.0,3.9,1.99,63,2.78,1,2,56,0,1.0,a Passed 1st time,4,768.9473519999999,g 700+,7
2.0,1.0,2.0,1,3,36.0,3.0,-1.01,69,-1.62,1,3,62,0,1.0,a Passed 1st time,3,710.526298,g 700+,6
7.0,9.0,7.0,1,4,45.0,3.5,0.49,69,0.91,1,4,62,0,1.0,a Passed 1st time,5,902.631555,g 700+,8
2.0,6.0,3.0,0,2,22.0,2.7,-0.76,69,0.04,1,3,62,0,1.0,a Passed 1st time,2,459.473676,b 400-460,1
4.0,7.0,5.0,1,5,44.0,3.7,-0.17,69,0.47,1,4,62,0,1.0,a Passed 1st time,6,906.842082,g 700+,8
6.0,6.0,6.0,1,5,48.0,3.4,0.33,67,0.22,1,4,60,0,1.0,a Passed 1st time,6,939.999974,g 700+,8
7.0,7.0,7.0,0,3,39.0,3.8,0.31,66,0.31,1,4,59,0,1.0,a Passed 1st time,3,837.8947169999999,g 700+,8
8.0,7.0,8.0,1,3,37.0,3.0,0.8,62,0.42,1,3,60,0,1.0,a Passed 1st time,3,726.315771,g 700+,6
3.0,4.0,3.0,0,3,35.0,2.8,-0.59,69,-0.4,1,4,62,0,1.0,a Passed 1st time,3,674.736825,f 640-700,5
10.0,9.0,10.0,1,3,41.0,3.4,1.74,68,1.14,1,3,61,0,1.0,a Passed 1st time,3,829.473663,g 700+,8
9.0,8.0,9.0,1,5,41.0,3.9,0.97,69,0.68,1,4,62,0,1.0,a Passed 1st time,6,879.473663,g 700+,8
9.0,9.0,9.0,0,3,33.5,4.0,0.94,69,0.92,1,2,62,0,1.0,a Passed 1st time,3,771.0526155,g 700+,7
1.0,1.0,1.0,1,1,41.0,2.4,-2.45,67,-2.8,1,5,60,0,1.0,a Passed 1st time,4,729.473663,g 700+,6
10.0,10.0,10.0,0,2,35.0,2.6,2.43,64,2.75,1,4,57,0,1.0,a Passed 1st time,2,654.736825,f 640-700,5
8.0,9.0,8.0,1,3,37.0,3.8,0.6,58,0.98,1,4,51,0,1.0,a Passed 1st time,3,806.3157709999999,g 700+,7
7.0,6.0,8.0,0,3,35.0,3.0,0.53,69,0.22,1,4,62,0,1.0,a Passed 1st time,3,694.736825,f 640-700,5
8.0,8.0,9.0,0,3,34.0,3.6,0.85,50,0.71,2,3,43,1,1.0,a Passed 1st time,3,738.947352,g 700+,6
8.0,8.0,8.0,1,2,37.0,3.2,0.57,68,0.66,1,4,61,0,1.0,a Passed 1st time,2,746.315771,g 700+,6
2.0,2.0,2.0,0,3,32.0,3.1,-0.9,61,-1.14,1,3,54,0,1.0,a Passed 1st time,3,657.368406,f 640-700,5
8.0,9.0,8.0,0,2,31.0,2.9,0.67,64,0.98,1,4,57,0,1.0,a Passed 1st time,2,621.578933,e 580-640,4
10.0,10.0,10.0,1,1,44.0,3.8,1.9,67,1.88,1,3,60,0,1.0,a Passed 1st time,4,916.842082,g 700+,8
4.0,2.0,5.0,0,3,26.5,3.1,-0.21,61,-1.18,1,3,54,0,0.0,c Failed,3,570.5263045,d 520-580,3
4.0,2.0,4.0,1,3,35.0,3.0,-0.39,66,-1.03,1,3,59,0,1.0,a Passed 1st time,3,694.736825,f 640-700,5
2.0,4.0,3.0,1,6,22.0,2.2,-0.67,64,-0.57,1,4,57,0,1.0,a Passed 1st time,1,409.473676,b 400-460,1
7.0,7.0,7.0,0,3,34.0,3.1,0.45,67,0.32,1,4,60,0,1.0,a Passed 1st time,3,688.947352,f 640-700,5
2.0,1.0,2.0,1,3,21.0,2.9,-1.07,63,-1.39,2,1,56,1,1.0,a Passed 1st time,3,463.684203,c 460-520,2
10.0,10.0,10.0,1,5,43.0,3.1,1.83,66,1.32,1,3,59,0,1.0,a Passed 1st time,6,831.052609,g 700+,8
4.0,6.0,5.0,0,3,35.5,3.0,-0.18,67,0.12,1,3,60,0,1.0,a Passed 1st time,3,702.6315615,g 700+,6
3.0,6.0,4.0,0,4,43.0,3.5,-0.49,70,0.06,1,4,63,0,1.0,a Passed 1st time,5,871.052609,g 700+,8
8.0,7.0,8.0,1,5,47.0,3.6,0.9,69,0.47,1,4,62,0,1.0,a Passed 1st time,6,944.210501,g 700+,8
9.0,10.0,9.0,0,3,29.0,3.9,1.05,68,1.35,1,4,61,0,1.0,a Passed 1st time,3,689.9999869999999,f 640-700,5
7.0,8.0,7.0,1,4,44.0,4.0,0.4,54,0.68,1,4,47,0,1.0,a Passed 1st time,5,936.842082,g 700+,8
10.0,10.0,10.0,1,1,48.0,3.7,1.89,69,1.79,1,2,62,0,1.0,a Passed 1st time,4,969.999974,g 700+,8
8.0,8.0,8.0,0,1,43.0,3.1,0.7,68,0.56,1,4,61,0,1.0,a Passed 1st time,4,831.052609,g 700+,8
2.0,2.0,2.0,1,3,37.0,3.2,-0.92,66,-1.16,1,3,59,0,1.0,a Passed 1st time,3,746.315771,g 700+,6
8.0,7.0,8.0,1,1,45.0,3.4,0.62,69,0.36,1,4,62,0,1.0,a Passed 1st time,4,892.6315549999999,g 700+,8
1.0,1.0,2.0,0,1,29.0,2.9,-1.24,67,-1.84,1,2,60,0,0.0,c Failed,4,589.9999869999999,e 580-640,4
4.0,2.0,4.0,0,3,28.0,3.4,-0.3,56,-1.11,1,3,54,0,1.0,a Passed 1st time,3,624.210514,e 580-640,4
9.0,8.0,9.0,0,3,33.0,3.5,0.98,68,0.63,1,4,61,0,1.0,a Passed 1st time,3,713.157879,g 700+,6
8.0,8.0,8.0,0,2,38.0,3.6,0.68,62,0.58,1,3,55,0,1.0,a Passed 1st time,2,802.105244,g 700+,7
6.0,7.0,6.0,1,1,33.0,3.0,0.14,64,0.54,2,4,57,1,1.0,a Passed 1st time,4,663.157879,f 640-700,5
8.0,7.0,8.0,1,1,40.5,3.2,0.77,65,0.55,1,5,58,0,1.0,a Passed 1st time,4,801.5789265,g 700+,7
3.0,3.0,3.0,1,1,30.5,2.8,-0.67,62,-0.86,1,4,55,0,1.0,a Passed 1st time,4,603.6841965,e 580-640,4
4.0,3.0,4.0,1,5,33.5,3.0,-0.46,68,-0.77,1,4,61,0,1.0,a Passed 1st time,6,671.0526155,f 640-700,5
8.0,8.0,8.0,1,6,29.0,2.3,0.72,59,0.54,1,4,57,0,1.0,a Passed 1st time,1,529.9999869999999,d 520-580,3
4.0,3.0,4.0,1,1,34.0,3.3,-0.39,69,-0.65,1,4,62,0,1.0,a Passed 1st time,4,708.9473519999999,g 700+,6
1.0,1.0,1.0,1,4,34.0,3.2,-1.48,68,-1.91,1,4,61,0,0.0,c Failed,5,698.947352,f 640-700,5
3.0,5.0,3.0,1,1,43.0,3.3,-0.55,66,-0.16,1,1,59,0,1.0,a Passed 1st time,4,851.052609,g 700+,8
6.0,5.0,6.0,0,3,34.0,3.3,0.14,68,-0.04,1,4,61,0,1.0,a Passed 1st time,3,708.9473519999999,g 700+,6
6.0,4.0,6.0,0,3,34.0,3.5,0.23,65,-0.5,1,3,63,0,1.0,a Passed 1st time,3,728.9473519999999,g 700+,6
9.0,8.0,9.0,1,3,37.0,3.3,0.96,69,0.81,1,4,62,0,1.0,a Passed 1st time,3,756.3157709999999,g 700+,6
6.0,7.0,6.0,1,2,34.0,3.5,0.05,65,0.47,1,3,58,0,1.0,a Passed 1st time,2,728.9473519999999,g 700+,6
1.0,2.0,2.0,0,4,35.0,3.8,-1.22,69,-1.19,1,4,62,0,1.0,b Passed 2nd time,5,774.736825,g 700+,7
7.0,6.0,7.0,0,2,34.0,3.6,0.37,68,0.15,1,3,66,0,1.0,a Passed 1st time,2,738.947352,g 700+,6
6.0,7.0,6.0,0,1,30.0,2.7,0.22,51,0.45,1,4,44,0,1.0,a Passed 1st time,4,585.78946,e 580-640,4
8.0,8.0,8.0,0,4,37.0,3.8,0.62,68,0.65,1,3,61,0,1.0,a Passed 1st time,5,806.3157709999999,g 700+,7
7.0,6.0,7.0,1,3,36.0,3.4,0.42,69,-0.02,1,5,62,0,1.0,a Passed 1st time,3,750.526298,g 700+,6
10.0,10.0,10.0,1,2,32.0,3.4,1.26,68,1.74,1,5,61,0,1.0,a Passed 1st time,2,687.3684059999999,f 640-700,5
4.0,5.0,4.0,1,1,36.0,3.4,-0.25,66,-0.15,1,3,59,0,1.0,b Passed 2nd time,4,750.526298,g 700+,6
5.0,5.0,5.0,0,3,35.0,2.9,-0.02,67,-0.2,1,4,60,0,1.0,a Passed 1st time,3,684.736825,f 640-700,5
6.0,7.0,6.0,0,1,41.0,3.4,0.26,68,0.32,1,4,61,0,1.0,a Passed 1st time,4,829.473663,g 700+,8
2.0,1.0,2.0,1,3,38.0,3.1,-1.04,69,-1.49,1,5,62,0,1.0,a Passed 1st time,3,752.105244,g 700+,6
3.0,2.0,4.0,1,6,24.0,2.4,-0.36,63,-1.17,1,2,56,0,0.0,c Failed,1,461.052622,c 460-520,2
1.0,1.0,1.0,1,4,40.0,3.7,-1.3,68,-1.47,1,3,61,0,1.0,a Passed 1st time,5,843.6841900000001,g 700+,8
1.0,1.0,1.0,1,4,38.0,3.7,-1.58,69,-1.83,1,4,62,0,1.0,a Passed 1st time,5,812.105244,g 700+,7
10.0,10.0,10.0,1,3,37.0,3.2,1.91,67,2.02,1,3,60,0,1.0,a Passed 1st time,3,746.315771,g 700+,6
6.0,10.0,6.0,1,3,39.0,2.5,0.19,59,1.62,1,3,52,0,1.0,a Passed 1st time,3,707.8947169999999,g 700+,6
1.0,1.0,1.0,1,3,27.5,3.3,-1.49,67,-1.42,1,5,60,0,1.0,a Passed 1st time,3,606.3157775,e 580-640,4
9.0,9.0,9.0,0,2,37.0,3.4,0.91,61,0.91,1,4,54,0,1.0,a Passed 1st time,2,766.3157709999999,g 700+,7
3.0,4.0,3.0,1,4,39.0,3.1,-0.58,68,-0.35,1,5,61,0,1.0,a Passed 1st time,5,767.894717,g 700+,7
2.0,3.0,2.0,0,4,33.0,3.2,-0.93,69,-0.81,1,4,62,0,1.0,a Passed 1st time,5,683.157879,f 640-700,5
10.0,9.0,10.0,1,1,36.0,4.0,1.61,69,0.89,1,4,62,0,1.0,a Passed 1st time,4,810.526298,g 700+,7
4.0,2.0,4.0,1,1,35.0,3.6,-0.42,62,-0.98,1,3,55,0,1.0,a Passed 1st time,4,754.736825,g 700+,6
9.0,9.0,9.0,1,3,38.0,3.6,1.01,68,1.03,1,3,61,0,1.0,a Passed 1st time,3,802.105244,g 700+,7
4.0,2.0,5.0,1,3,30.5,3.3,-0.23,68,-1.11,1,3,61,0,1.0,a Passed 1st time,3,653.6841965,f 640-700,5
2.0,3.0,2.0,0,1,40.0,3.2,-1.08,57,-0.78,1,4,50,0,1.0,a Passed 1st time,4,793.6841900000001,g 700+,7
4.0,4.0,4.0,1,3,29.3,3.2,-0.33,53,-0.35,1,3,46,0,1.0,a Passed 1st time,3,624.7368289,e 580-640,4
10.0,7.0,10.0,1,4,45.0,3.7,1.28,69,0.46,1,3,62,0,1.0,a Passed 1st time,5,922.631555,g 700+,8
6.0,8.0,6.0,0,3,32.0,3.4,0.24,55,0.71,1,3,48,0,1.0,a Passed 1st time,3,687.3684059999999,f 640-700,5
10.0,10.0,10.0,1,1,39.0,2.7,1.43,58,1.71,1,3,51,0,1.0,a Passed 1st time,4,727.894717,g 700+,6
8.0,8.0,9.0,0,1,39.0,3.3,0.9,68,0.7,1,4,61,0,1.0,a Passed 1st time,4,787.8947169999999,g 700+,7
4.0,6.0,4.0,1,3,26.7,3.5,-0.28,66,0.08,1,3,59,0,1.0,a Passed 1st time,3,613.6841991,e 580-640,4
7.0,5.0,7.0,1,1,33.0,3.3,0.52,65,-0.08,1,4,63,0,1.0,a Passed 1st time,4,693.157879,f 640-700,5
8.0,7.0,8.0,0,1,32.5,3.6,0.63,66,0.38,1,2,59,0,1.0,a Passed 1st time,4,715.2631425,g 700+,6
1.0,3.0,1.0,1,3,38.0,3.4,-1.74,69,-0.8,1,3,68,0,0.0,c Failed,3,782.105244,g 700+,7
5.0,5.0,5.0,1,1,41.0,3.1,-0.07,69,-0.08,1,3,62,0,1.0,a Passed 1st time,4,799.473663,g 700+,7
7.0,6.0,7.0,1,1,42.0,2.7,0.57,69,0.14,1,5,62,0,1.0,a Passed 1st time,4,775.263136,g 700+,7
5.0,7.0,6.0,1,2,30.0,2.9,0.04,69,0.34,1,3,62,0,1.0,a Passed 1st time,2,605.78946,e 580-640,4
2.0,1.0,2.0,1,1,37.0,3.6,-0.94,67,-1.52,1,3,60,0,1.0,a Passed 1st time,4,786.315771,g 700+,7
7.0,9.0,7.0,1,1,40.0,3.1,0.52,66,0.92,1,2,59,0,1.0,a Passed 1st time,4,783.6841900000001,g 700+,7
10.0,8.0,10.0,1,4,33.0,2.4,1.59,28,0.65,2,4,21,1,0.0,c Failed,5,603.157879,e 580-640,4
7.0,9.0,8.0,1,1,45.0,3.2,0.6,67,1.12,1,2,60,0,1.0,a Passed 1st time,4,872.6315549999999,g 700+,8
1.0,1.0,1.0,0,3,31.0,3.6,-2.18,51,-1.37,2,3,44,1,1.0,a Passed 1st time,3,691.578933,f 640-700,5
4.0,5.0,4.0,1,5,44.0,3.4,-0.28,69,-0.06,1,4,62,0,1.0,a Passed 1st time,6,876.842082,g 700+,8
6.0,7.0,6.0,1,3,34.0,3.1,0.22,68,0.39,1,4,61,0,1.0,a Passed 1st time,3,688.947352,f 640-700,5
6.0,8.0,7.0,1,6,27.0,2.9,0.32,69,0.83,1,4,62,0,1.0,a Passed 1st time,1,558.421041,d 520-580,3
6.0,5.0,6.0,1,2,34.0,2.7,0.16,53,-0.27,1,3,46,0,1.0,a Passed 1st time,2,648.947352,f 640-700,5
8.0,7.0,8.0,1,3,39.0,3.3,0.79,68,0.41,1,4,61,0,1.0,a Passed 1st time,3,787.8947169999999,g 700+,7
6.0,2.0,6.0,0,1,24.7,3.0,0.12,67,-1.34,1,3,60,0,1.0,b Passed 2nd time,4,532.1052531,d 520-580,3
8.0,6.0,9.0,0,3,33.5,3.2,0.87,68,0.01,1,4,61,0,1.0,a Passed 1st time,3,691.0526155,f 640-700,5
9.0,10.0,9.0,1,4,42.0,3.5,1.25,68,1.86,1,4,61,0,1.0,a Passed 1st time,5,855.263136,g 700+,8
9.0,5.0,9.0,0,6,28.0,3.0,1.09,68,-0.24,1,4,61,0,0.0,c Failed,1,584.210514,e 580-640,4
1.0,1.0,1.0,0,3,29.0,3.5,-1.35,66,-2.2,1,3,59,0,0.0,c Failed,3,649.9999869999999,f 640-700,5
8.0,8.0,8.0,1,1,39.0,3.8,0.77,69,0.87,1,4,67,0,1.0,a Passed 1st time,4,837.8947169999999,g 700+,8
1.0,1.0,1.0,0,4,13.5,2.7,-1.57,62,-3.0,1,3,55,0,1.0,a Passed 1st time,5,325.26315550000004,a under 400,0
5.0,3.0,5.0,1,3,39.0,3.2,-0.07,64,-0.65,1,3,57,0,1.0,a Passed 1st time,3,777.894717,g 700+,7
9.0,10.0,9.0,1,5,39.0,3.8,1.23,69,1.79,1,3,62,0,1.0,a Passed 1st time,6,837.8947169999999,g 700+,8
2.0,4.0,2.0,1,4,40.0,3.4,-0.91,62,-0.42,1,4,55,0,1.0,a Passed 1st time,5,813.68419,g 700+,7
1.0,1.0,1.0,1,4,41.0,2.8,-1.51,67,-1.65,1,5,65,0,1.0,b Passed 2nd time,5,769.473663,g 700+,7
5.0,6.0,6.0,1,2,29.0,3.5,0.01,67,-0.02,1,5,60,0,1.0,a Passed 1st time,2,649.9999869999999,f 640-700,5
3.0,4.0,3.0,0,3,33.0,3.6,-0.56,70,-0.37,1,3,63,0,1.0,a Passed 1st time,3,723.157879,g 700+,6
4.0,2.0,4.0,1,1,39.0,2.9,-0.37,66,-0.99,1,4,59,0,1.0,a Passed 1st time,4,747.8947169999999,g 700+,6
10.0,10.0,10.0,1,6,39.5,2.6,1.52,52,1.82,2,3,45,1,1.0,a Passed 1st time,1,725.7894535,g 700+,6
10.0,10.0,10.0,0,3,43.0,3.3,1.35,69,1.58,1,4,62,0,1.0,a Passed 1st time,3,851.052609,g 700+,8
3.0,3.0,3.0,1,1,43.0,3.0,-0.71,63,-0.59,1,3,56,0,1.0,b Passed 2nd time,4,821.052609,g 700+,8
7.0,8.0,7.0,0,3,34.0,3.6,0.46,69,0.59,1,3,62,0,1.0,a Passed 1st time,3,738.947352,g 700+,6
1.0,1.0,1.0,1,2,31.0,2.7,-1.28,69,-1.31,1,5,67,0,1.0,b Passed 2nd time,2,601.578933,e 580-640,4
9.0,9.0,9.0,0,1,43.0,3.8,1.01,66,1.03,1,3,59,0,1.0,a Passed 1st time,4,901.052609,g 700+,8
7.0,8.0,8.0,1,3,40.0,2.9,0.54,68,0.76,1,4,61,0,1.0,a Passed 1st time,3,763.68419,g 700+,7
7.0,4.0,7.0,1,3,41.0,2.9,0.35,57,-0.47,1,3,50,0,1.0,a Passed 1st time,3,779.473663,g 700+,7
8.0,7.0,8.0,1,4,44.0,3.5,0.82,69,0.28,1,4,62,0,1.0,a Passed 1st time,5,886.842082,g 700+,8
7.0,8.0,7.0,1,1,43.0,3.0,0.53,58,0.75,1,2,51,0,1.0,a Passed 1st time,4,821.052609,g 700+,8
5.0,7.0,5.0,1,1,41.0,3.1,0.0,62,0.55,1,2,55,0,1.0,a Passed 1st time,4,799.473663,g 700+,7
4.0,4.0,4.0,0,1,43.0,3.2,-0.26,67,-0.32,1,4,60,0,1.0,a Passed 1st time,4,841.052609,g 700+,8
3.0,6.0,3.0,0,1,38.0,3.6,-0.64,69,0.06,1,4,62,0,1.0,a Passed 1st time,4,802.105244,g 700+,7
7.0,8.0,7.0,0,4,48.0,3.5,0.4,69,0.58,1,4,62,0,1.0,a Passed 1st time,5,949.999974,g 700+,8
10.0,9.0,10.0,1,1,42.0,3.2,1.36,69,0.88,1,3,62,0,1.0,a Passed 1st time,4,825.263136,g 700+,8
5.0,5.0,6.0,1,3,36.0,3.0,-0.01,68,-0.07,1,3,61,0,1.0,a Passed 1st time,3,710.526298,g 700+,6
10.0,10.0,10.0,1,3,40.0,3.1,1.62,68,1.49,1,4,61,0,1.0,a Passed 1st time,3,783.6841900000001,g 700+,7
2.0,3.0,2.0,1,2,35.0,3.1,-1.04,68,-0.66,1,4,61,0,0.0,c Failed,2,704.736825,g 700+,6
5.0,5.0,6.0,0,4,31.0,3.3,0.04,66,-0.01,1,4,59,0,1.0,a Passed 1st time,5,661.578933,f 640-700,5
9.0,9.0,9.0,1,3,38.0,2.9,1.08,69,0.97,1,3,62,0,1.0,a Passed 1st time,3,732.105244,g 700+,6
5.0,5.0,5.0,0,1,40.0,3.7,-0.05,67,-0.15,1,4,60,0,1.0,a Passed 1st time,4,843.6841900000001,g 700+,8
10.0,7.0,10.0,1,1,44.0,3.3,1.53,69,0.54,1,4,67,0,1.0,a Passed 1st time,4,866.842082,g 700+,8
5.0,6.0,5.0,1,3,40.0,2.6,-0.06,68,0.13,1,3,61,0,1.0,a Passed 1st time,3,733.6841900000001,g 700+,6
2.0,1.0,3.0,0,3,35.0,3.4,-0.79,53,-1.35,2,3,46,1,1.0,a Passed 1st time,3,734.736825,g 700+,6
2.0,4.0,2.0,0,2,29.3,3.1,-0.95,68,-0.47,1,4,61,0,1.0,a Passed 1st time,2,614.7368289,e 580-640,4
8.0,7.0,8.0,1,1,38.0,3.6,0.77,69,0.55,1,5,62,0,1.0,a Passed 1st time,4,802.105244,g 700+,7
6.0,6.0,6.0,1,4,33.0,3.9,0.19,68,0.1,1,2,61,0,1.0,a Passed 1st time,5,753.157879,g 700+,6
8.0,6.0,9.0,0,3,37.0,2.6,0.84,66,0.21,1,2,59,0,1.0,a Passed 1st time,3,686.315771,f 640-700,5
3.0,4.0,4.0,0,3,37.0,2.7,-0.51,66,-0.45,1,3,59,0,1.0,a Passed 1st time,3,696.315771,f 640-700,5
5.0,4.0,5.0,1,1,37.0,4.0,-0.06,69,-0.26,1,2,62,0,1.0,a Passed 1st time,4,826.315771,g 700+,8
6.0,5.0,6.0,1,3,35.3,3.3,0.22,65,-0.14,1,3,58,0,0.0,c Failed,3,729.4736668999999,g 700+,6
6.0,9.0,6.0,1,1,38.0,3.2,0.23,67,0.91,1,4,60,0,1.0,a Passed 1st time,4,762.105244,g 700+,7
7.0,7.0,7.0,1,4,37.0,3.1,0.31,66,0.29,1,3,59,0,1.0,a Passed 1st time,5,736.315771,g 700+,6
5.0,6.0,6.0,1,1,42.0,3.2,0.08,68,0.18,1,4,61,0,1.0,a Passed 1st time,4,825.263136,g 700+,8
5.0,6.0,5.0,0,4,35.0,4.0,-0.16,68,0.04,1,3,61,0,1.0,a Passed 1st time,5,794.736825,g 700+,7
5.0,6.0,5.0,0,1,38.0,3.4,0.01,70,0.04,1,4,63,0,1.0,a Passed 1st time,4,782.105244,g 700+,7
8.0,9.0,8.0,0,3,38.0,3.3,0.81,69,0.92,1,4,67,0,1.0,a Passed 1st time,3,772.105244,g 700+,7
2.0,4.0,2.0,0,3,32.0,3.5,-0.84,69,-0.43,1,4,67,0,1.0,a Passed 1st time,3,697.368406,f 640-700,5
5.0,8.0,6.0,1,3,40.0,3.4,0.01,69,0.85,1,4,62,0,1.0,a Passed 1st time,3,813.68419,g 700+,7
6.0,5.0,6.0,0,6,33.0,2.3,0.16,64,-0.29,1,2,62,0,1.0,a Passed 1st time,1,593.157879,e 580-640,4
9.0,8.0,9.0,1,2,31.5,2.9,0.89,68,0.81,1,4,61,0,1.0,a Passed 1st time,2,629.4736694999999,e 580-640,4
3.0,7.0,4.0,0,3,33.0,2.9,-0.44,44,0.39,1,5,37,0,1.0,a Passed 1st time,3,653.157879,f 640-700,5
4.0,6.0,5.0,1,6,28.0,2.9,-0.15,65,-0.03,1,3,58,0,0.0,c Failed,1,574.210514,d 520-580,3
9.0,8.0,9.0,0,5,47.0,3.6,0.98,69,0.8,1,4,62,0,1.0,a Passed 1st time,6,944.210501,g 700+,8
1.0,1.0,1.0,0,3,27.0,3.3,-2.04,51,-1.82,1,4,44,0,1.0,b Passed 2nd time,3,598.421041,e 580-640,4
1.0,1.0,1.0,0,3,34.0,3.3,-1.91,68,-2.28,1,3,61,0,1.0,a Passed 1st time,3,708.9473519999999,g 700+,6
7.0,7.0,8.0,1,3,39.0,3.4,0.55,67,0.48,1,4,60,0,1.0,a Passed 1st time,3,797.8947169999999,g 700+,7
6.0,8.0,6.0,0,2,33.0,3.0,0.09,66,0.65,1,3,59,0,1.0,a Passed 1st time,2,663.157879,f 640-700,5
1.0,2.0,1.0,1,3,40.0,3.4,-1.53,63,-1.27,1,3,61,0,1.0,a Passed 1st time,3,813.68419,g 700+,7
5.0,2.0,5.0,1,3,31.0,2.7,-0.1,67,-1.05,1,4,60,0,1.0,a Passed 1st time,3,601.578933,e 580-640,4
9.0,7.0,9.0,1,3,39.0,2.7,1.1,68,0.5,1,3,61,0,1.0,a Passed 1st time,3,727.894717,g 700+,6
10.0,5.0,10.0,0,5,41.0,3.8,1.73,69,0.0,1,4,62,0,1.0,a Passed 1st time,6,869.473663,g 700+,8
5.0,1.0,5.0,1,1,35.0,3.2,0.04,67,-1.51,1,4,60,0,1.0,a Passed 1st time,4,714.736825,g 700+,6
1.0,1.0,1.0,0,3,32.0,3.4,-1.99,69,-1.74,1,3,67,0,1.0,b Passed 2nd time,3,687.3684059999999,f 640-700,5
2.0,4.0,2.0,0,3,35.0,2.4,-0.92,52,-0.53,1,3,45,0,1.0,a Passed 1st time,3,634.736825,e 580-640,4
6.0,5.0,7.0,1,3,40.0,3.7,0.26,66,-0.25,1,2,59,0,1.0,a Passed 1st time,3,843.6841900000001,g 700+,8
