sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
0,21,2,0,0,0,0,0,0,110,1
1,53,1,1,0,0,0,0,0,282,0
0,25,0,0,0,1,1,7,1,388,1
1,25,0,0,0,0,0,1,1,388,0
0,71,1,0,0,0,0,8,0,124,0
0,39,0,0,0,4,0,10,1,388,0
1,37,0,0,0,0,0,0,0,282,0
0,20,2,0,0,0,2,0,0,282,1
1,29,0,0,0,0,0,3,0,282,0
0,22,2,0,0,0,0,2,0,282,1
0,26,0,0,0,0,0,4,0,15,1
1,47,1,0,0,0,0,19,0,282,1
0,21,2,0,0,0,0,1,0,281,1
1,23,2,0,0,0,0,0,1,38,0
1,20,2,1,0,0,0,1,0,59,1
1,23,2,0,0,0,0,0,0,166,0
0,27,0,0,0,0,0,3,1,91,0
1,53,1,0,0,0,0,0,0,154,0
1,23,2,0,0,0,0,0,0,7,0
0,26,0,0,0,0,1,5,0,162,1
0,25,0,0,0,0,0,6,0,59,0
0,23,2,0,0,0,0,2,1,123,0
0,27,0,0,0,0,0,4,0,219,1
0,29,0,0,0,0,0,1,1,336,0
0,27,0,0,0,0,0,1,0,12,1
0,28,0,0,0,0,0,0,0,286,0
0,31,0,0,0,0,0,0,1,38,0
0,41,0,0,0,0,0,8,0,282,1
0,25,0,1,0,0,0,0,1,91,0
0,47,1,1,0,0,0,0,1,181,0
0,37,0,0,0,0,0,4,0,124,0
1,35,0,0,0,0,0,4,0,12,0
0,24,2,1,0,0,0,1,1,38,1
0,21,2,1,0,2,1,2,0,162,1
0,22,2,1,0,0,0,0,0,52,1
0,57,1,0,0,0,0,11,0,282,0
0,48,1,1,0,0,0,0,0,166,0
0,36,0,0,0,0,0,0,0,166,0
1,37,0,0,0,0,0,3,0,302,0
0,31,0,1,0,0,0,0,1,38,0
0,22,2,0,0,1,0,1,0,143,1
0,31,0,1,0,0,0,2,1,92,0
0,24,2,0,0,0,0,0,0,52,1
0,32,0,0,0,0,1,22,0,388,1
1,23,2,0,0,0,0,0,1,38,0
0,63,1,0,0,0,0,0,1,91,0
0,30,0,0,0,0,0,0,0,149,0
0,20,2,1,0,0,2,0,0,166,0
1,24,2,0,0,0,0,1,1,38,1
1,36,0,0,0,0,0,1,1,336,0
0,83,1,0,0,0,0,0,1,38,0
0,28,0,1,0,0,0,2,0,219,0
0,36,0,0,0,0,0,3,0,124,1
1,33,0,0,0,0,0,0,1,324,0
0,39,0,0,0,0,0,0,0,124,0
0,29,0,0,0,0,0,3,1,123,0
0,30,0,0,0,0,0,17,0,388,1
0,24,2,0,0,0,0,1,0,388,1
0,35,0,0,0,0,0,7,0,281,0
0,24,2,0,0,0,1,0,0,124,0
0,26,0,1,0,0,0,8,0,388,0
0,28,0,0,0,0,0,14,0,159,1
0,32,0,0,0,0,0,0,1,383,0
1,32,0,1,0,0,0,1,1,38,1
0,33,0,0,0,0,0,5,1,336,1
0,29,0,0,0,1,0,16,0,282,0
0,34,0,1,0,0,0,1,1,99,1
1,37,0,0,0,0,0,0,1,38,1
0,43,0,1,0,0,0,0,1,38,0
0,47,1,1,0,0,0,2,0,339,0
0,25,0,0,0,0,0,3,1,38,1
1,23,2,0,0,0,0,1,0,388,0
0,39,0,1,0,0,0,2,1,38,0
0,35,0,0,0,0,0,13,0,282,1
0,33,0,0,0,0,0,0,0,388,0
0,21,2,0,0,0,0,0,0,167,1
0,43,0,0,1,0,0,20,0,124,0
0,25,0,0,0,1,1,3,0,157,1
0,48,1,0,1,0,0,25,0,388,1
0,22,2,0,0,0,1,1,1,38,1
0,52,1,0,1,0,0,9,1,38,1
0,26,0,1,0,0,0,5,0,282,1
0,67,1,0,0,0,0,4,1,166,1
0,34,0,0,0,0,0,4,1,388,0
0,56,1,1,0,0,0,4,1,119,0
0,28,0,0,0,0,0,1,0,281,1
0,29,0,0,0,0,0,2,1,38,0
0,37,0,0,0,0,0,6,0,155,1
0,43,0,0,0,0,0,3,0,7,0
0,51,1,1,0,0,0,0,0,55,0
0,20,2,0,0,0,1,1,1,253,1
0,26,0,1,0,0,0,4,1,380,1
1,39,0,1,0,0,0,1,1,38,1
0,21,2,0,0,0,1,1,0,388,0
0,21,2,0,0,1,1,1,0,28,1
0,24,2,1,0,2,0,3,0,124,1
0,26,0,0,0,1,0,4,1,38,1
0,48,1,1,0,0,0,1,0,282,0
0,24,2,0,0,1,0,5,0,219,1
0,26,0,1,0,0,0,0,0,282,0
0,46,1,1,0,0,0,0,0,282,0
0,24,2,0,0,1,1,7,1,38,0
1,21,2,1,0,0,0,0,1,253,0
0,24,2,0,0,0,0,1,0,388,1
0,36,0,0,0,0,0,9,1,119,0
0,30,0,0,0,0,0,5,0,109,1
1,22,2,1,0,0,0,1,0,265,0
0,25,0,0,0,0,0,0,0,117,1
0,31,0,0,0,3,0,25,1,303,1
0,24,2,0,0,0,0,0,0,309,0
0,39,0,0,0,0,0,13,0,52,1
0,46,1,0,0,0,0,0,0,115,0
1,30,0,0,0,0,0,4,0,59,0
0,40,0,1,0,0,0,0,0,45,0
1,52,1,0,0,0,0,0,0,15,0
0,23,2,0,1,0,1,3,0,164,0
1,26,0,0,0,0,0,1,1,38,0
0,22,2,1,0,1,0,1,0,166,1
0,42,0,1,0,0,0,3,0,282,0
0,23,2,0,0,3,1,6,0,52,1
0,33,0,0,0,0,0,4,0,218,1
0,28,0,0,0,0,0,1,0,388,0
0,50,1,1,0,0,0,1,0,77,0
0,32,0,0,0,0,0,1,0,388,0
0,24,2,0,0,0,0,3,0,52,1
0,51,1,0,0,0,0,3,0,166,0
0,19,2,1,0,0,0,1,1,38,1
0,32,0,0,0,0,0,4,0,388,0
1,31,0,1,0,0,0,1,0,282,1
1,29,0,0,0,0,0,1,0,388,0
0,43,0,0,0,0,0,0,1,38,0
0,26,0,0,0,0,0,9,0,124,1
0,27,0,1,0,0,0,0,0,375,1
0,52,1,1,0,0,0,1,0,52,1
0,27,0,0,0,0,0,1,1,127,0
1,57,1,0,0,0,0,1,1,38,0
0,28,0,0,0,0,0,3,1,388,1
0,32,0,0,0,0,0,3,0,59,1
0,27,0,0,0,0,0,5,1,127,1
0,45,1,0,0,0,0,0,1,332,1
1,42,0,1,0,0,0,0,1,123,0
0,33,0,0,0,0,0,0,0,154,1
1,28,0,1,0,0,1,3,1,38,0
1,53,1,1,0,0,0,0,1,92,0
0,24,2,1,0,0,0,0,0,166,0
0,28,0,0,0,0,0,1,0,261,0
0,28,0,0,0,0,0,1,0,149,0
0,39,0,0,0,0,1,6,1,118,1
0,22,2,0,0,0,0,1,0,282,1
0,46,1,0,0,0,0,2,0,166,1
0,25,0,0,0,0,0,0,1,38,0
0,52,1,1,0,0,0,1,0,388,0
0,28,0,0,0,0,0,4,1,38,1
1,57,1,1,0,0,0,1,0,282,1
0,49,1,0,0,0,0,3,0,388,1
0,21,2,0,0,0,0,2,0,282,1
0,32,0,0,0,0,0,19,0,282,1
0,63,1,0,0,0,0,3,1,358,0
0,29,0,1,0,0,0,2,0,139,0
0,46,1,0,0,0,0,0,1,38,0
0,28,0,0,0,0,0,10,1,38,1
0,27,0,0,0,0,0,1,0,388,0
1,69,1,0,0,0,0,0,1,88,0
0,47,1,0,0,0,0,0,1,38,0
0,45,1,0,0,0,0,1,0,319,0
1,33,0,1,0,0,0,1,1,38,0
1,27,0,0,0,0,0,0,1,38,1
0,32,0,0,0,0,0,14,0,162,1
0,24,2,0,0,0,0,2,0,77,0
0,26,0,0,0,0,0,5,0,154,1
0,47,1,0,0,0,0,0,1,38,0
0,25,0,1,0,0,0,1,0,282,0
0,21,2,0,0,0,0,1,0,282,0
0,25,0,0,0,0,0,2,1,38,1
0,22,2,0,1,1,0,6,0,388,1
1,26,0,1,0,0,0,0,0,265,0
0,20,2,1,0,0,0,0,0,219,0
0,30,0,0,0,0,0,1,1,38,1
0,45,1,0,0,0,0,0,0,289,1
0,33,0,0,0,0,0,7,0,282,1
0,35,0,1,0,0,0,2,0,67,0
0,41,0,1,0,0,0,5,0,154,0
0,23,2,1,0,0,0,0,1,380,0
1,21,2,1,0,1,0,0,1,123,1
0,54,1,0,0,0,0,0,0,282,0
0,27,0,0,0,0,0,10,0,388,1
0,22,2,1,0,0,0,0,1,118,0
1,21,2,0,0,0,0,0,1,38,1
0,23,2,0,0,0,0,2,0,219,1
0,30,0,0,0,0,0,1,1,38,0
0,36,0,0,0,0,0,5,1,380,1
0,29,0,0,0,0,1,10,0,107,1
0,54,1,0,0,0,0,4,1,38,1
0,22,2,1,0,0,0,2,1,38,1
0,26,0,0,0,0,0,0,1,38,1
1,20,2,0,0,0,0,0,0,166,0
0,52,1,0,0,0,0,6,1,38,1
0,29,0,0,0,0,0,0,0,313,0
1,23,2,0,0,0,0,6,1,213,0
0,35,0,0,0,0,0,1,1,388,0
0,32,0,1,0,0,0,8,0,155,1
0,21,2,0,0,0,0,1,1,38,1
0,25,0,0,0,0,0,0,0,58,0
0,30,0,0,0,0,0,4,1,38,1
1,30,0,0,0,0,0,3,0,177,0
0,23,2,0,0,0,0,2,0,388,1
0,32,0,1,1,0,0,8,0,55,0
0,29,0,0,0,0,0,6,0,388,1
0,42,0,1,0,0,0,0,1,194,0
0,21,2,0,0,0,1,0,0,261,1
1,22,2,0,0,0,0,0,1,38,0
0,45,1,0,0,0,0,2,0,318,0
0,29,0,0,0,0,0,0,1,251,0
0,30,0,0,0,0,0,6,0,388,1
0,51,1,0,0,0,0,17,1,90,0
0,45,1,0,0,0,0,20,0,124,1
0,24,2,1,0,0,0,2,0,265,0
0,23,2,0,0,0,0,2,1,38,0
0,36,0,0,0,0,0,5,0,282,0
0,69,1,0,0,0,0,0,1,38,0
0,21,2,0,0,0,1,1,0,388,1
0,59,1,0,0,0,0,1,1,191,0
0,39,0,0,0,0,0,1,0,388,0
0,29,0,0,0,0,0,2,0,49,0
0,22,2,0,0,0,0,1,1,38,1
0,44,0,1,0,0,0,6,0,124,0
0,25,0,0,0,0,0,2,0,162,0
0,31,0,0,0,0,0,0,0,124,0
0,35,0,0,0,1,0,17,1,38,1
0,27,0,0,0,0,0,11,1,388,1
0,33,0,0,0,0,0,1,0,339,0
0,28,0,0,0,0,0,6,0,65,1
0,60,1,1,0,0,0,1,0,388,0
0,53,1,0,0,0,0,0,1,38,0
0,51,1,0,0,0,0,0,0,193,1
1,54,1,0,0,0,0,0,0,12,0
0,24,2,1,1,2,0,3,1,38,0
0,55,1,0,0,0,0,1,0,388,1
0,26,0,0,0,0,0,0,0,363,0
1,75,1,0,0,0,0,5,0,388,0
0,36,0,0,0,0,0,16,0,124,1
0,34,0,0,0,0,0,0,0,44,1
1,25,0,0,0,0,0,5,1,382,1
0,46,1,1,0,0,0,0,0,184,0
0,27,0,0,0,0,0,1,0,388,0
0,28,0,0,0,0,0,3,1,80,1
0,42,0,0,1,0,1,13,1,296,1
0,59,1,0,0,0,0,2,1,123,0
0,39,0,1,0,0,0,1,0,199,0
0,46,1,1,0,0,0,5,1,38,0
0,25,0,0,0,0,0,1,0,161,0
0,55,1,1,0,0,0,2,0,186,0
0,35,0,0,0,0,0,1,1,216,1
0,43,0,0,0,0,0,0,1,38,1
1,53,1,1,0,0,0,0,1,123,0
1,21,2,0,0,0,0,0,1,38,0
0,55,1,0,0,0,0,17,0,282,1
0,27,0,0,0,0,0,1,0,281,1
0,40,0,0,0,0,0,0,0,149,0
1,37,0,1,0,0,0,0,1,194,0
0,32,0,1,0,0,0,2,1,38,1
0,32,0,0,0,0,0,2,1,58,0
0,36,0,0,0,0,0,4,1,38,1
0,22,2,0,0,0,0,0,1,256,0
1,31,0,0,0,0,0,0,0,166,0
1,26,0,0,0,0,0,4,0,154,1
1,50,1,1,0,0,0,30,1,388,1
0,47,1,0,0,0,0,4,0,282,0
0,36,0,0,0,0,0,2,0,77,0
1,38,0,1,0,0,0,0,0,67,0
0,35,0,0,0,0,0,0,0,162,0
0,53,1,1,0,0,0,0,0,67,0
0,53,1,0,0,0,0,2,0,154,0
0,57,1,0,0,0,0,19,0,150,0
0,22,2,0,0,0,0,5,0,388,1
0,21,2,0,0,0,0,0,0,166,1
0,26,0,0,0,0,0,0,0,65,1
0,27,0,0,0,0,0,2,0,3,0
1,49,1,1,0,0,0,4,0,388,0
0,47,1,1,0,0,0,1,0,282,1
0,30,0,0,0,0,0,8,0,282,1
0,44,0,1,0,0,0,3,0,282,0
0,34,0,0,0,0,0,1,0,13,0
0,45,1,0,0,0,0,10,0,7,1
0,38,0,0,0,0,0,0,0,52,0
0,50,1,1,0,0,0,2,1,38,0
0,29,0,1,0,0,0,1,1,38,0
0,26,0,1,0,0,0,0,0,105,0
1,22,2,0,0,0,0,1,0,166,1
0,47,1,0,0,0,0,0,1,91,0
0,49,1,1,0,0,0,0,0,282,0
0,49,1,0,0,0,0,1,0,302,1
0,59,1,1,0,0,0,2,0,388,0
0,32,0,1,0,0,0,6,1,38,0
0,24,2,0,0,0,2,1,1,336,1
0,40,0,0,0,0,0,0,1,88,0
0,32,0,0,0,0,0,0,0,139,0
1,54,1,0,0,0,0,0,1,91,0
0,27,0,0,0,0,1,9,0,388,1
0,25,0,1,0,0,0,2,1,214,0
0,20,2,1,0,0,0,0,1,38,1
0,37,0,0,2,0,0,18,1,38,0
1,30,0,1,0,0,0,5,0,340,1
0,23,2,0,0,0,0,1,0,363,1
1,20,2,0,0,0,0,0,0,166,0
0,50,1,1,0,0,0,8,0,388,0
0,50,1,0,0,0,0,7,0,7,0
0,40,0,1,0,0,0,3,0,154,0
1,24,2,1,0,0,0,2,0,388,0
0,24,2,0,0,0,0,0,0,148,1
1,23,2,0,0,0,0,3,0,388,1
0,54,1,1,0,0,0,3,1,213,1
0,25,0,1,0,0,2,4,1,253,0
0,46,1,1,0,0,0,1,1,382,0
0,25,0,0,0,0,0,1,0,59,0
1,22,2,1,0,0,0,0,1,118,0
1,32,0,1,0,0,0,1,0,339,0
0,25,0,0,0,0,0,0,1,303,1
0,33,0,0,0,0,0,16,0,124,1
0,33,0,0,0,0,0,4,1,38,1
0,24,2,0,0,0,0,0,0,241,0
0,33,0,0,0,0,1,12,1,38,1
0,37,0,1,0,0,0,0,1,336,0
1,40,0,1,0,0,0,0,1,38,0
0,43,0,0,0,0,0,9,0,148,1
0,35,0,0,0,0,0,5,0,124,1
0,25,0,0,0,1,0,11,0,166,1
0,61,1,0,0,0,0,1,0,154,1
1,52,1,0,0,0,0,1,0,378,0
0,39,0,0,0,0,0,1,1,253,1
0,47,1,0,0,0,0,5,0,388,0
1,52,1,1,0,0,0,6,1,342,0
0,37,0,1,0,0,0,0,1,38,0
1,24,2,0,0,0,0,0,0,304,0
1,34,0,0,0,0,0,14,0,77,0
0,20,2,0,0,0,0,0,1,55,1
0,25,0,1,0,0,0,1,1,253,1
1,62,1,1,0,0,0,0,1,194,0
0,23,2,1,0,0,0,0,0,388,1
1,60,1,1,0,0,0,0,0,166,0
0,35,0,1,0,0,0,0,1,38,0
1,24,2,0,0,0,0,0,0,166,0
0,30,0,1,0,0,0,0,1,123,0
0,35,0,1,0,0,0,4,0,154,1
1,28,0,1,0,0,0,0,1,176,0
0,56,1,0,0,0,0,0,0,204,0
0,23,2,0,0,0,0,2,0,349,1
0,20,2,0,0,0,0,0,0,59,1
0,23,2,1,0,1,0,1,1,38,0
0,21,2,0,0,0,0,0,0,59,1
1,35,0,0,0,0,0,2,0,388,0
0,33,0,1,0,0,0,3,1,336,0
0,21,2,0,0,0,0,0,0,378,0
0,41,0,0,2,1,0,9,1,233,0
0,24,2,0,0,0,0,0,0,52,0
0,20,2,0,0,0,0,2,0,52,1
0,28,0,0,0,0,0,9,0,250,1
0,25,0,0,0,0,0,7,0,50,0
0,49,1,0,0,0,0,3,0,282,0
1,22,2,0,0,0,0,0,0,166,0
0,21,2,0,0,0,0,0,0,52,1
1,27,0,0,0,0,0,3,0,162,1
0,50,1,0,0,0,0,4,1,26,0
1,23,2,0,0,0,0,0,1,38,0
0,34,0,1,0,0,0,0,1,38,0
0,25,0,0,0,0,1,4,0,307,1
1,33,0,1,0,0,0,2,0,79,1
0,25,0,0,0,0,0,1,1,38,1
0,30,0,0,0,0,0,0,1,38,0
0,42,0,0,0,0,0,0,1,122,0
1,29,0,1,0,0,0,11,0,282,1
1,32,0,0,0,0,0,6,0,388,1
0,24,2,0,0,0,0,5,0,281,0
0,52,1,0,0,0,0,3,0,388,0
1,26,0,1,0,0,0,3,1,38,0
0,31,0,1,0,0,0,2,0,282,1
0,38,0,0,0,0,0,0,0,149,0
1,30,0,1,0,0,0,0,0,282,0
0,20,2,0,0,0,0,0,1,38,1
0,24,2,0,0,0,0,0,0,363,0
0,31,0,1,0,0,0,0,0,104,0
1,37,0,1,0,0,0,1,1,123,0
0,43,0,0,0,0,0,0,1,38,1
0,49,1,1,0,0,0,8,0,152,1
1,33,0,0,0,0,0,1,0,250,0
0,42,0,0,0,0,0,0,1,183,0
0,44,0,1,0,0,0,0,0,364,1
0,28,0,0,0,0,0,5,0,388,1
0,32,0,0,0,0,0,4,0,388,1
0,28,0,0,0,0,0,7,0,12,1
0,38,0,1,0,0,0,0,0,13,0
0,38,0,0,0,0,0,3,0,197,0
1,34,0,0,0,0,0,0,1,38,0
0,21,2,1,0,0,0,1,0,281,1
0,36,0,0,0,0,0,1,0,282,1
0,29,0,0,0,0,0,0,1,16,1
0,34,0,0,0,0,1,3,0,282,1
0,38,0,0,0,0,0,1,1,388,0
0,36,0,1,0,0,0,0,0,139,0
0,32,0,0,0,0,0,0,1,38,0
0,23,2,0,0,0,0,0,1,38,0
0,47,1,1,0,0,0,0,1,92,0
0,20,2,0,0,0,0,0,0,65,0
1,25,0,0,0,0,0,2,0,44,1
0,35,0,0,0,0,0,0,1,38,0
1,28,0,1,0,0,0,1,1,38,0
0,24,2,0,0,0,0,2,1,388,1
0,22,2,0,0,0,0,0,0,149,0
0,20,2,0,0,8,1,8,0,124,1
0,40,0,0,0,0,0,0,1,325,0
0,27,0,0,0,0,0,1,0,149,0
0,60,1,0,0,0,0,12,0,124,0
0,33,0,0,0,0,0,6,1,38,0
0,34,0,0,0,0,0,2,1,38,1
0,24,2,1,0,0,0,4,1,38,0
0,27,0,0,0,0,0,0,1,38,1
0,29,0,0,1,1,1,4,0,62,1
0,21,2,1,1,0,1,1,0,107,1
0,32,0,0,0,0,0,0,1,38,0
1,42,0,1,0,0,0,0,0,282,1
0,32,0,0,0,0,0,1,0,154,0
0,27,0,0,0,0,0,0,0,308,0
0,30,0,1,0,0,0,3,1,38,0
0,22,2,0,0,0,0,1,0,388,1
0,20,2,1,0,0,0,0,1,38,1
0,57,1,1,0,0,0,0,1,38,0
0,51,1,1,0,0,0,3,0,149,1
0,21,2,0,0,0,0,0,0,166,0
0,22,2,0,0,0,0,0,0,162,0
0,35,0,0,0,0,0,4,0,340,1
0,58,1,1,0,0,0,2,0,44,0
1,32,0,1,0,0,0,0,0,67,1
0,30,0,1,0,0,0,9,1,216,1
0,20,2,0,0,0,0,0,0,59,1
0,40,0,0,0,0,0,0,1,38,0
1,45,1,1,0,0,0,5,1,88,0
0,31,0,0,0,0,0,4,0,388,1
0,23,2,0,0,0,0,4,0,265,0
0,26,0,0,0,0,0,0,1,216,1
1,53,1,1,0,0,0,1,1,38,0
0,44,0,1,0,0,0,0,1,281,0
1,44,0,1,0,0,0,1,1,123,0
0,21,2,1,0,0,0,0,0,205,1
0,28,0,0,0,0,0,0,1,92,0
0,28,0,1,0,0,0,2,1,38,0
0,24,2,0,0,0,0,0,0,261,1
0,28,0,0,0,0,0,0,0,250,0
0,53,1,1,0,0,0,4,0,282,0
0,47,1,0,0,0,0,1,0,388,0
0,20,2,0,0,0,0,1,0,250,0
0,21,2,0,0,0,0,0,1,85,0
0,30,0,0,0,0,0,1,0,12,1
0,37,0,1,0,0,0,1,1,38,1
0,60,1,0,0,0,0,1,0,13,0
0,26,0,0,0,0,0,1,1,38,1
0,30,0,1,0,0,0,0,1,38,0
0,26,0,1,0,0,0,2,0,388,1
1,26,0,0,0,0,0,5,0,237,1
0,21,2,0,0,0,0,0,0,282,0
1,39,0,0,0,0,0,1,0,388,0
0,30,0,0,0,0,0,0,0,149,0
0,44,0,0,0,0,0,2,0,388,0
0,45,1,1,0,0,0,0,1,38,0
0,30,0,0,0,0,0,1,0,166,0
0,38,0,0,0,0,0,2,0,12,0
0,23,2,1,0,0,0,6,0,107,1
0,46,1,0,0,0,0,0,1,38,0
0,42,0,0,0,0,0,0,0,154,0
0,54,1,1,0,0,0,4,1,81,0
0,47,1,0,0,0,0,7,0,154,1
0,26,0,1,0,0,0,0,0,116,1
0,29,0,1,0,0,0,7,1,38,1
0,51,1,1,0,0,0,7,0,52,1
0,44,0,0,0,0,0,0,1,38,0
0,49,1,1,0,0,0,12,1,253,0
0,22,2,0,0,0,0,0,0,225,1
0,32,0,0,0,0,0,4,1,336,1
0,27,0,0,0,0,0,0,1,38,0
0,30,0,1,0,0,0,0,1,89,0
0,28,0,0,0,0,0,11,1,38,0
0,45,1,0,0,0,0,0,1,38,0
1,51,1,1,0,0,0,5,0,388,0
0,27,0,0,0,0,0,4,0,166,1
0,32,0,0,0,0,0,0,0,340,1
0,43,0,0,0,0,0,2,0,388,0
0,37,0,1,0,0,0,2,0,184,0
0,26,0,0,0,0,0,0,0,52,1
0,26,0,0,0,0,0,0,1,38,0
0,32,0,0,0,0,0,4,0,290,0
0,39,0,0,0,0,0,3,0,388,0
1,58,1,0,0,0,0,4,0,166,0
0,33,0,0,0,0,0,0,1,38,0
1,22,2,1,0,0,1,1,1,123,0
0,21,2,0,2,0,1,2,0,282,1
0,31,0,1,0,0,0,0,0,162,1
0,43,0,1,0,0,0,2,0,388,0
0,23,2,0,0,0,0,0,1,38,0
0,25,0,1,0,0,0,0,0,166,0
0,22,2,0,0,0,0,6,0,388,0
0,30,0,0,0,0,0,6,0,246,0
0,25,0,0,0,3,1,15,0,250,1
0,20,2,0,0,0,1,0,0,219,1
0,39,0,0,0,0,0,0,0,250,0
0,33,0,0,0,0,0,1,0,74,1
0,59,1,0,0,0,0,1,0,282,0
0,21,2,0,0,0,2,1,0,388,0
0,53,1,0,0,0,0,8,0,282,1
0,34,0,1,0,0,0,2,1,388,0
0,36,0,1,0,0,0,6,0,268,0
0,23,2,0,0,0,0,0,0,261,0
0,32,0,0,0,0,0,2,1,388,0
0,32,0,0,0,0,0,11,1,388,1
0,66,1,0,0,0,0,0,1,158,0
1,24,2,1,0,0,0,0,1,38,0
0,30,0,0,0,0,0,7,0,219,1
0,28,0,0,0,0,0,1,1,38,0
0,43,0,1,0,0,0,4,0,55,1
0,35,0,0,0,0,0,3,1,38,0
0,19,2,0,3,0,0,2,0,388,1
0,22,2,0,0,0,0,1,1,38,1
0,29,0,0,0,0,0,0,0,340,0
1,23,2,0,0,0,0,0,1,38,0
1,33,0,1,0,0,0,0,1,208,0
0,35,0,0,0,0,0,1,1,295,0
0,53,1,1,0,0,0,0,0,265,0
0,59,1,1,0,0,0,17,0,388,1
1,48,1,1,0,0,0,0,1,38,0
1,33,0,0,0,0,0,1,0,202,0
0,44,0,1,0,0,0,0,1,336,0
0,31,0,1,0,0,0,10,0,124,1
0,28,0,0,0,0,1,2,0,31,1
0,51,1,0,0,0,0,1,0,261,0
0,23,2,0,0,0,0,0,0,58,1
0,21,2,0,0,0,0,0,0,105,0
0,26,0,1,0,0,0,0,0,226,0
0,22,2,0,0,3,0,3,0,279,0
0,29,0,0,0,0,0,0,1,38,0
0,20,2,0,0,1,1,2,0,59,1
0,44,0,1,0,0,0,0,1,38,0
0,41,0,0,0,0,0,2,0,388,0
1,28,0,0,0,0,1,4,0,250,0
0,27,0,1,0,0,0,1,1,336,1
0,31,0,1,0,0,0,7,1,128,0
0,26,0,0,0,0,0,3,0,78,1
0,20,2,0,0,0,2,0,0,340,0
0,55,1,1,0,0,0,2,1,38,1
0,36,0,0,0,0,0,0,0,124,0
0,48,1,0,0,0,0,4,0,162,1
0,22,2,0,0,0,0,5,0,388,1
0,23,2,0,1,0,0,1,1,38,0
0,34,0,0,0,2,1,19,0,143,1
1,59,1,1,0,0,0,1,0,165,0
0,37,0,1,0,0,0,0,0,83,1
1,28,0,1,0,0,0,0,0,282,1
0,31,0,0,0,0,0,0,0,162,0
1,38,0,0,0,0,0,14,0,282,1
0,33,0,0,0,0,0,0,0,281,1
0,27,0,0,0,0,0,3,0,166,1
0,25,0,1,0,0,0,2,1,303,1
1,42,0,0,0,0,0,2,0,60,0
0,22,2,0,0,0,0,3,0,378,1
0,21,2,0,0,0,0,0,0,30,0
0,45,1,1,0,0,0,1,0,307,1
1,21,2,0,0,0,0,1,1,356,1
0,52,1,1,0,0,0,2,1,360,0
0,29,0,1,0,0,0,0,1,38,0
1,37,0,0,0,0,0,0,1,294,0
0,34,0,1,0,0,1,0,0,15,0
0,53,1,0,0,0,0,0,1,38,1
1,30,0,0,0,0,0,8,0,307,1
0,35,0,0,0,0,0,0,1,299,0
0,28,0,1,0,0,0,1,0,13,0
0,21,2,0,0,0,0,1,0,163,0
0,22,2,0,0,0,0,1,0,281,0
0,42,0,1,0,0,0,1,1,38,1
0,26,0,0,0,0,0,3,0,281,1
0,54,1,0,0,0,0,9,1,388,0
0,39,0,0,0,0,0,1,0,250,1
0,30,0,0,2,0,0,20,0,150,1
1,26,0,0,0,0,0,1,0,166,1
0,41,0,0,0,0,0,0,1,26,0
0,23,2,1,1,0,1,5,1,380,1
0,43,0,1,0,0,0,1,0,149,1
0,22,2,0,0,0,0,0,1,336,1
1,27,0,1,0,0,0,6,0,166,1
1,42,0,0,0,0,0,2,1,388,0
0,25,0,0,0,0,0,8,0,166,1
0,49,1,0,0,0,0,4,1,38,0
0,52,1,1,0,0,0,1,0,154,0
1,60,1,1,0,0,0,2,0,7,0
1,23,2,0,0,0,0,0,1,38,0
0,30,0,0,0,0,0,2,1,122,0
0,48,1,0,0,0,0,9,0,388,1
0,32,0,0,0,0,0,2,0,124,1
0,28,0,0,0,0,1,3,0,149,1
0,24,2,0,0,0,0,5,0,154,1
0,22,2,0,0,0,0,3,0,388,1
0,44,0,0,0,0,0,2,0,154,0
0,32,0,1,0,0,0,3,0,150,0
1,27,0,0,0,0,0,1,1,38,0
0,52,1,0,0,0,0,15,1,123,1
0,61,1,1,0,0,0,3,1,38,1
0,69,1,0,0,0,0,3,1,38,0
0,51,1,0,0,0,0,2,0,166,0
1,21,2,1,0,0,0,1,0,166,0
0,31,0,1,1,0,0,2,1,253,1
0,19,2,0,0,2,0,3,0,166,1
0,24,2,0,0,5,0,12,1,388,1
0,24,2,1,0,0,0,3,0,166,1
0,57,1,0,0,0,0,3,0,124,0
0,30,0,1,0,0,0,6,0,388,0
0,43,0,0,0,0,0,4,0,331,1
0,24,2,0,0,0,1,4,0,166,0
1,30,0,1,0,0,0,7,1,388,0
0,25,0,0,0,0,0,5,0,193,1
1,56,1,1,0,0,0,1,0,152,0
0,21,2,0,0,0,0,1,0,388,0
0,31,0,0,3,0,0,6,0,302,1
1,23,2,0,0,0,0,1,0,388,0
0,30,0,0,1,0,2,15,0,59,1
0,42,0,0,0,0,0,1,1,91,0
0,64,1,1,0,0,0,0,0,319,0
1,21,2,1,0,0,0,0,0,166,1
0,36,0,0,0,0,0,5,0,388,0
1,50,1,0,0,0,0,1,0,388,0
0,23,2,0,0,0,0,0,1,38,1
0,28,0,0,0,0,0,2,0,250,0
1,25,0,1,0,0,0,5,0,265,0
0,54,1,1,0,0,0,14,1,38,1
0,37,0,0,0,0,0,6,1,38,0
0,25,0,1,0,0,1,5,1,388,1
0,63,1,1,0,0,0,0,1,38,1
0,35,0,0,0,0,0,2,1,26,0
