Unnamed: 0,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1821,0,36,0,0,0,0,0,2,0,124,0
1822,0,21,2,0,0,0,0,3,0,388,1
1823,0,39,0,1,0,0,0,2,1,123,0
1824,1,26,0,0,0,0,0,0,1,38,0
1825,0,28,0,0,0,0,0,8,0,166,1
1826,0,67,1,1,0,0,0,2,1,300,1
1827,1,22,2,0,0,0,0,0,0,7,0
1828,0,37,0,1,0,0,0,3,1,123,0
1829,0,23,2,0,0,0,0,2,1,79,1
1830,1,49,1,0,0,0,0,14,1,38,1
1831,0,32,0,1,0,0,0,9,1,353,1
1832,0,41,0,1,0,0,0,9,1,38,0
1833,0,25,0,0,0,0,0,1,1,38,0
1835,0,58,1,1,0,0,0,0,1,38,0
1836,0,44,0,0,2,0,0,19,1,38,1
1837,0,28,0,0,0,0,0,1,0,10,0
1838,1,39,0,0,0,0,0,0,0,166,1
1839,0,54,1,1,0,0,0,0,0,3,0
1841,0,43,0,1,0,0,0,0,1,92,0
1842,0,31,0,0,0,0,0,5,1,38,0
1843,0,30,0,0,4,1,0,11,0,219,0
1844,0,27,0,1,0,1,3,4,1,38,1
1845,0,28,0,0,0,0,0,0,1,38,1
1846,0,24,2,0,0,0,0,0,1,256,0
1847,0,43,0,1,0,0,0,0,1,336,0
1848,0,44,0,0,0,0,0,10,1,123,1
1850,0,24,2,0,0,0,0,11,0,326,1
1852,0,23,2,0,0,0,0,0,0,219,0
1854,0,36,0,1,0,0,0,5,1,380,1
1855,0,27,0,1,0,0,0,1,0,388,0
1856,0,24,2,0,0,0,0,0,0,146,1
1857,0,66,1,1,0,0,0,0,1,38,0
1858,1,36,0,1,0,0,1,3,0,282,0
1859,0,53,1,0,0,0,0,9,0,155,1
1860,0,23,2,1,0,0,0,1,0,282,1
1861,1,22,2,0,0,0,0,0,1,38,1
1862,0,25,0,0,0,0,1,1,0,78,0
1863,0,56,1,0,0,0,0,4,0,282,0
1866,0,51,1,0,0,0,0,1,0,388,1
1867,1,58,1,0,0,0,0,3,1,388,0
1868,0,24,2,1,0,1,2,3,1,91,0
1869,0,22,2,0,0,0,0,0,0,53,1
1870,0,39,0,1,0,0,0,0,1,38,0
1871,0,20,2,0,0,0,0,3,0,219,1
1872,0,46,1,1,0,0,0,10,0,388,1
1873,0,38,0,1,0,0,0,1,0,275,1
1874,0,23,2,1,0,0,0,0,1,382,1
1875,0,39,0,0,0,0,0,6,0,59,0
1876,0,25,0,0,0,0,0,0,0,148,0
1877,0,31,0,0,0,0,0,19,0,124,1
1878,1,25,0,0,0,0,0,1,1,38,1
1879,0,26,0,0,0,0,0,6,0,388,0
1880,0,25,0,0,0,0,1,2,0,261,0
1881,0,37,0,1,0,0,0,11,0,124,1
1882,0,36,0,0,0,0,0,0,0,166,0
1883,0,26,0,0,0,0,0,1,0,219,1
1884,0,21,2,0,0,2,0,3,0,166,1
1885,0,35,0,0,0,0,0,7,0,302,1
1886,0,22,2,0,0,0,0,2,0,77,1
1887,0,25,0,1,0,0,0,0,0,16,0
1889,0,36,0,0,0,0,0,0,1,213,0
1890,0,24,2,0,0,0,0,2,1,336,1
1891,0,21,2,0,0,0,1,0,0,166,1
1892,0,32,0,1,2,0,1,15,0,282,1
1893,0,33,0,0,0,0,0,2,1,38,1
1894,0,33,0,0,0,0,0,10,0,282,1
1896,0,29,0,1,0,0,0,0,1,92,0
1897,0,50,1,1,0,0,0,8,0,95,0
1899,0,33,0,0,0,0,0,14,0,124,1
1900,0,37,0,0,0,1,0,13,0,3,1
1901,0,27,0,0,0,0,0,9,0,59,1
1902,0,27,0,0,0,0,0,0,1,38,0
1904,0,21,2,0,0,0,0,1,1,253,1
1905,0,58,1,0,0,0,0,1,0,388,0
1906,0,27,0,0,0,0,0,4,0,105,0
1908,0,28,0,1,0,0,0,1,0,282,1
1909,1,31,0,1,0,0,0,0,1,38,0
1911,0,24,2,0,0,0,0,3,1,388,0
1912,0,26,0,0,0,0,0,6,0,281,1
1913,0,43,0,1,0,0,0,0,1,93,0
1915,0,22,2,0,0,0,0,3,0,147,1
1916,0,23,2,0,0,0,0,0,0,59,0
1917,0,42,0,1,0,0,0,0,1,123,0
1919,0,30,0,0,0,3,0,18,1,38,0
1920,0,29,0,0,0,0,0,1,0,139,0
1921,0,38,0,1,0,0,0,2,0,388,1
1922,0,26,0,1,0,0,1,3,1,217,0
1924,0,51,1,0,0,0,0,5,1,122,0
1925,0,36,0,0,0,0,0,0,1,38,0
1926,0,62,1,0,0,0,0,0,1,38,0
1927,0,23,2,0,0,0,0,0,0,162,1
1928,0,34,0,0,0,0,0,7,0,388,1
1929,0,35,0,0,0,0,0,1,1,384,0
1930,0,22,2,1,0,0,0,0,0,250,0
1931,0,29,0,0,0,0,0,10,1,26,1
1932,0,40,0,0,0,0,0,0,0,333,0
1933,0,36,0,0,0,0,0,2,0,282,0
1934,0,26,0,0,0,0,0,8,0,388,1
1935,0,25,0,0,0,0,0,1,0,58,1
1936,0,69,1,1,0,0,0,0,1,91,0
1937,0,27,0,0,0,1,0,1,0,166,0
1938,0,20,2,1,0,0,0,0,0,166,1
1939,0,27,0,0,0,0,0,1,0,344,0
1940,1,24,2,0,0,0,0,6,1,388,0
1941,0,42,0,1,0,0,0,0,0,15,0
1942,0,25,0,1,0,0,0,1,0,52,0
1944,0,25,0,0,0,0,0,0,0,378,0
1945,0,22,2,0,0,0,0,0,0,219,0
1946,0,21,2,1,0,0,0,0,0,58,0
1947,0,30,0,0,0,0,0,1,1,38,0
1948,0,46,1,1,0,0,0,9,1,38,0
1949,0,26,0,0,0,0,0,2,1,38,0
1950,0,33,0,0,0,0,0,0,0,388,1
1951,0,40,0,0,0,0,0,1,1,38,0
1952,0,34,0,1,0,0,0,0,0,282,0
1953,0,22,2,1,0,0,0,1,0,166,1
1954,0,28,0,0,0,0,0,3,1,388,0
1955,0,31,0,0,0,0,0,4,1,26,1
1956,0,59,1,1,0,0,0,3,1,123,1
1957,0,37,0,0,0,0,0,0,0,6,0
1958,0,50,1,0,0,0,0,0,0,19,0
1960,0,57,1,0,0,0,0,8,0,150,1
1961,0,31,0,0,0,0,0,5,1,26,0
1963,0,44,0,0,0,0,0,9,0,166,0
1964,0,48,1,0,0,0,0,5,0,282,1
1965,1,25,0,1,0,0,0,0,0,166,0
1966,0,51,1,0,0,0,0,5,1,388,0
1967,0,50,1,1,0,0,0,0,0,388,1
1968,0,57,1,1,0,0,0,2,0,388,0
1969,0,55,1,1,0,0,0,0,1,88,0
1970,0,59,1,0,0,0,0,4,0,282,1
1971,1,42,0,0,0,0,0,0,0,7,0
1972,0,20,2,0,2,0,0,2,0,388,1
1974,0,21,2,0,0,0,0,0,0,297,0
1975,0,32,0,0,0,0,0,21,0,155,1
1976,1,24,2,0,0,0,0,0,1,38,0
1977,0,42,0,0,0,0,0,1,0,340,0
1978,0,29,0,0,0,0,0,8,0,388,1
1979,0,21,2,0,0,0,0,1,0,388,0
1982,0,58,1,1,0,0,0,0,1,90,0
1983,0,22,2,0,0,0,1,1,0,219,1
1984,0,46,1,1,0,0,0,1,1,38,1
1985,0,50,1,1,0,0,0,0,1,38,1
1986,0,46,1,0,0,0,0,2,0,166,0
1987,1,44,0,0,0,1,0,11,0,282,1
1988,0,35,0,0,0,0,0,4,1,38,0
1989,0,30,0,0,0,1,0,14,0,162,1
1990,0,42,0,0,0,0,0,2,0,282,0
1991,0,46,1,0,0,0,0,5,0,162,1
1992,0,42,0,0,0,0,0,0,0,237,1
1994,0,29,0,1,0,0,0,7,0,19,1
1995,0,32,0,0,0,0,1,8,0,19,0
1996,0,31,0,0,0,0,0,5,0,166,0
1997,1,33,0,0,0,0,0,1,1,38,0
1998,0,25,0,1,0,0,0,4,0,307,0
1999,1,33,0,0,0,0,0,0,1,38,0
2000,0,21,2,0,0,0,0,1,0,388,0
2002,0,35,0,1,0,0,0,1,0,282,1
2003,0,56,1,0,0,0,0,1,0,388,0
2004,0,38,0,1,0,0,0,0,1,38,1
2005,1,40,0,0,0,0,0,4,1,388,0
2007,0,28,0,0,0,0,1,4,0,166,0
2008,0,51,1,0,0,0,0,0,1,38,0
2009,0,35,0,0,0,0,0,2,1,38,0
2010,0,61,1,0,0,0,0,5,0,282,0
2011,0,25,0,0,0,0,0,0,0,241,0
2012,0,25,0,0,0,0,0,4,0,154,1
2013,0,26,0,0,0,0,0,0,1,216,0
2014,0,42,0,1,0,0,0,1,1,38,0
2015,1,25,0,0,0,0,0,1,0,166,0
2016,0,26,0,0,0,1,0,13,1,122,1
2017,0,31,0,0,0,0,0,9,0,246,0
2018,0,35,0,1,0,0,1,1,0,282,0
2020,0,34,0,1,0,0,0,0,0,187,0
2022,1,33,0,1,0,0,0,1,1,38,0
2023,0,30,0,0,0,0,1,3,0,65,0
2024,1,50,1,0,0,0,0,7,1,38,0
2025,0,21,2,0,0,0,0,0,0,53,0
2026,0,31,0,0,0,0,0,16,0,52,1
2027,0,31,0,0,0,0,0,2,0,221,1
2028,1,23,2,0,0,0,0,0,1,38,0
2029,0,25,0,0,0,0,0,1,0,52,0
2030,1,24,2,1,0,0,0,1,0,388,0
2031,0,31,0,0,0,0,0,13,1,253,1
2032,0,60,1,0,0,0,0,0,0,166,0
2033,0,30,0,0,0,0,0,2,0,388,0
2034,1,32,0,0,0,0,0,0,1,38,0
2035,0,46,1,1,0,0,0,0,1,123,0
2036,0,21,2,1,0,0,1,0,1,38,1
2038,0,35,0,0,0,0,0,0,0,219,0
2039,0,34,0,0,0,0,0,2,0,374,1
2040,0,41,0,0,0,0,0,2,0,155,1
2042,0,23,2,0,0,0,0,1,0,166,1
2043,0,23,2,0,0,0,0,3,0,166,1
2044,0,28,0,0,0,0,0,2,1,303,0
2045,0,21,2,0,0,0,0,0,0,265,1
2046,0,46,1,1,0,0,1,2,1,253,0
2047,0,56,1,0,0,0,0,1,0,388,0
2049,0,40,0,0,0,0,0,8,0,282,1
2050,0,30,0,0,0,0,0,5,0,388,1
2051,0,24,2,0,0,0,0,1,1,38,1
2053,1,33,0,1,0,0,0,0,1,38,0
2054,0,48,1,1,0,0,0,2,1,388,0
2055,0,33,0,0,0,0,0,11,0,221,1
2056,0,25,0,0,0,0,0,0,0,226,0
2059,0,30,0,0,0,1,1,7,0,255,1
2060,0,37,0,0,0,0,0,0,0,339,1
2061,1,43,0,1,0,0,0,7,0,3,0
2062,0,32,0,1,0,0,0,0,0,124,0
2063,0,33,0,0,0,0,0,3,0,388,0
2064,0,39,0,0,0,1,0,4,0,237,1
2065,0,49,1,1,0,0,0,4,0,15,0
2066,0,24,2,1,0,0,0,0,0,310,0
2067,0,26,0,0,0,0,0,1,0,162,0
2068,0,42,0,1,0,0,0,0,0,7,0
2069,0,22,2,0,0,0,0,1,0,59,1
2070,0,36,0,0,0,0,0,0,0,166,0
2071,0,29,0,1,0,0,1,7,1,38,1
2072,0,39,0,1,0,0,0,0,1,38,0
2073,0,27,0,0,0,2,1,13,0,388,1
2074,0,38,0,1,0,0,0,2,0,282,1
2075,0,20,2,1,0,0,0,0,0,52,1
2076,0,25,0,0,2,0,0,4,0,388,1
2077,0,53,1,1,0,0,0,0,1,38,0
2078,1,27,0,0,0,0,0,0,1,38,1
2079,0,21,2,0,0,0,0,0,0,58,1
2080,0,50,1,1,0,0,0,1,1,380,1
2081,0,41,0,0,0,0,0,4,0,67,0
2083,0,22,2,1,0,0,2,5,0,265,1
2084,0,22,2,1,0,0,2,0,0,162,1
2085,0,25,0,0,0,0,0,2,0,219,0
2086,0,42,0,0,0,0,0,1,0,154,1
2088,0,51,1,0,0,0,0,2,0,388,0
2090,0,24,2,0,0,0,1,0,0,281,0
2091,0,37,0,0,0,0,0,4,0,388,0
2092,0,37,0,1,0,0,0,0,1,253,0
2093,1,27,0,0,0,0,0,0,1,38,0
2094,0,21,2,0,0,0,0,0,0,307,0
2095,0,35,0,0,0,0,0,1,0,19,1
2096,1,24,2,1,0,0,0,0,0,282,0
2098,0,49,1,1,0,0,0,2,1,92,0
2099,0,38,0,0,0,0,0,9,0,388,0
2100,0,61,1,0,0,0,0,0,1,91,0
2101,1,30,0,0,0,0,0,0,1,38,0
2102,0,22,2,0,0,0,0,3,0,45,0
2103,0,25,0,0,0,0,0,0,0,227,1
2104,1,30,0,0,0,0,0,3,1,38,1
2105,0,52,1,1,0,0,0,0,1,123,0
2106,0,26,0,1,0,0,0,0,0,19,0
2107,0,26,0,0,0,0,0,0,1,38,0
2109,0,45,1,1,0,0,0,9,0,155,1
2110,0,20,2,0,0,0,0,0,0,388,1
2111,0,29,0,0,0,0,0,4,0,388,0
2112,0,43,0,1,0,0,0,1,0,388,1
2113,0,26,0,1,0,0,0,2,0,86,0
2114,1,46,1,0,0,0,0,4,0,388,0
2115,1,46,1,0,0,0,0,0,0,154,0
2117,0,29,0,0,0,0,0,12,0,282,1
2118,0,41,0,1,0,0,0,0,1,92,0
2120,1,25,0,0,0,0,0,5,0,223,0
2121,0,23,2,0,1,0,0,2,0,109,0
2123,0,30,0,1,0,0,0,0,1,92,0
2124,0,34,0,1,0,0,0,1,0,388,0
2125,0,70,1,1,0,0,0,11,0,282,1
2126,0,52,1,1,0,0,0,2,0,388,0
2127,0,51,1,0,0,0,0,4,1,336,0
2128,1,45,1,0,0,0,0,15,0,124,1
2129,0,55,1,0,0,0,0,21,0,150,1
2130,1,49,1,1,0,0,0,1,0,388,0
2132,1,47,1,1,0,0,0,0,0,44,0
2133,0,27,0,0,0,0,0,0,1,38,0
2134,0,25,0,1,0,2,0,5,1,91,1
2135,0,21,2,0,0,1,0,1,0,388,1
2136,0,37,0,0,0,0,1,26,0,124,1
2137,0,21,2,0,0,0,0,1,0,282,1
2138,0,21,2,0,0,0,0,0,0,58,0
2139,0,25,0,0,0,0,0,4,0,282,1
2140,1,27,0,0,0,0,0,3,0,202,1
2141,0,30,0,1,0,0,0,3,0,78,1
2142,0,70,1,1,0,0,0,0,1,92,0
2143,0,37,0,1,0,0,0,11,0,107,1
2144,0,46,1,0,0,0,0,5,0,4,1
2145,0,40,0,0,0,0,0,4,1,38,1
2147,0,43,0,0,0,0,0,18,0,388,1
2148,0,38,0,0,0,0,0,15,0,15,0
2149,0,29,0,0,0,0,0,0,0,77,0
2150,0,37,0,0,0,0,0,8,1,214,1
2151,0,38,0,0,0,0,0,3,0,282,0
2152,1,27,0,1,0,0,0,0,0,281,0
2153,1,20,2,0,0,0,0,0,1,12,1
2154,0,44,0,0,0,0,0,0,1,123,0
2155,0,31,0,1,0,0,0,6,1,38,0
2156,0,29,0,0,0,0,0,3,0,388,1
2158,1,30,0,0,0,0,0,0,1,38,0
2159,1,25,0,1,0,0,0,2,0,388,1
2160,0,40,0,0,0,0,0,3,0,124,0
2162,0,33,0,1,0,0,0,1,1,336,0
2163,0,26,0,1,0,0,0,5,0,343,1
2164,0,31,0,0,0,1,0,1,1,253,0
2165,0,61,1,1,0,0,0,1,1,92,0
2166,0,30,0,1,0,0,0,2,0,372,0
2167,0,62,1,1,0,0,0,0,1,26,0
2168,1,27,0,1,0,0,0,4,1,181,1
2169,0,48,1,1,0,0,0,9,0,162,0
2170,1,40,0,1,0,0,0,0,0,282,0
2171,0,24,2,1,0,0,0,0,0,275,0
2172,0,22,2,0,0,0,0,0,0,166,1
2173,0,30,0,0,0,0,0,4,1,38,1
2174,0,63,1,1,0,0,0,0,1,92,0
2176,0,33,0,0,0,0,0,4,0,282,0
2178,0,43,0,1,0,0,0,0,1,123,1
2179,0,26,0,0,0,0,0,3,0,219,1
2180,0,51,1,0,0,0,0,1,0,203,0
2181,0,39,0,1,0,0,0,3,0,388,1
2182,1,30,0,0,0,0,0,0,1,38,1
2183,0,32,0,0,0,0,0,14,0,154,1
2184,0,22,2,0,0,0,0,0,1,216,0
2185,0,59,1,1,0,0,0,0,0,282,0
2186,0,38,0,0,0,5,0,37,1,388,1
2187,0,23,2,0,0,0,0,2,0,388,0
2188,0,42,0,0,0,0,0,0,1,38,1
2190,0,38,0,0,0,0,0,2,0,54,1
2191,1,34,0,1,0,0,0,2,0,281,0
2192,1,36,0,0,0,0,0,7,0,79,1
2194,0,36,0,0,0,0,0,0,1,38,1
2195,0,31,0,0,0,0,0,1,0,149,0
2196,1,28,0,0,0,0,0,3,0,388,1
2197,0,28,0,0,0,0,0,1,0,250,1
2199,0,43,0,0,0,0,0,0,0,107,0
2200,0,40,0,0,0,0,0,1,0,388,0
2201,0,31,0,0,0,2,0,15,0,282,1
2202,0,54,1,0,0,0,0,6,0,282,1
2204,0,24,2,0,0,0,0,17,0,388,1
2205,0,41,0,0,0,0,0,0,0,125,1
2206,0,21,2,0,0,0,1,1,0,388,1
2207,1,29,0,0,0,0,0,1,0,226,1
2208,0,22,2,0,0,0,1,0,0,378,0
2209,0,52,1,0,0,0,0,9,0,155,1
2210,1,40,0,0,0,0,0,0,0,166,0
2213,1,45,1,0,0,0,0,1,0,7,0
2214,0,29,0,0,0,0,0,1,1,94,1
2215,0,46,1,0,0,0,0,10,0,149,1
2216,0,21,2,1,0,1,2,1,0,52,0
2218,0,35,0,1,0,0,0,6,0,45,1
2219,0,52,1,0,0,0,0,1,1,380,1
2220,0,48,1,1,0,0,0,0,1,91,0
2221,1,29,0,0,0,0,3,9,1,217,1
2222,0,48,1,1,0,0,0,0,1,38,0
2223,0,31,0,0,0,0,0,10,0,388,1
2224,0,21,2,1,0,0,0,3,0,219,1
2225,0,32,0,0,0,0,0,0,0,339,1
2226,0,47,1,0,0,0,0,0,1,38,0
2228,0,21,2,0,1,2,2,3,0,79,1
2229,0,35,0,0,3,0,0,13,0,282,0
2230,0,46,1,0,0,0,0,3,1,213,1
2231,0,34,0,0,0,0,0,5,0,166,1
2232,0,52,1,0,0,0,0,2,0,388,0
2234,0,21,2,1,0,0,0,0,1,38,1
2235,0,53,1,1,0,0,0,1,1,12,0
2236,1,19,2,1,0,0,0,0,0,150,1
2237,0,22,2,0,0,0,0,0,1,211,0
2238,0,45,1,0,0,0,0,1,0,388,0
2239,1,27,0,1,0,0,0,0,0,60,0
2240,0,25,0,1,0,0,0,0,1,38,0
2241,0,30,0,1,0,0,0,0,0,152,1
2242,0,31,0,0,0,0,0,2,0,124,1
2243,0,28,0,1,0,0,0,3,0,388,0
2244,0,36,0,0,0,0,0,3,1,38,1
2245,0,27,0,0,0,0,0,7,0,388,1
2246,0,42,0,0,0,0,0,1,0,282,0
2247,0,35,0,1,0,0,0,0,0,282,1
2248,1,33,0,1,0,0,0,2,0,226,0
2249,0,24,2,0,1,0,0,6,0,105,1
2250,0,25,0,0,0,1,0,21,0,388,1
2251,1,42,0,1,0,0,0,0,1,38,0
2252,0,21,2,0,0,0,0,0,0,166,1
2253,1,28,0,0,0,0,0,0,1,38,0
2254,0,27,0,0,0,0,0,25,0,388,1
2255,1,21,2,1,0,0,0,0,0,59,0
2256,0,26,0,1,0,0,0,0,1,38,1
2257,0,36,0,1,0,0,0,0,0,149,0
2259,0,49,1,1,0,0,0,0,0,282,1
2261,0,44,0,1,0,0,0,0,0,282,1
2262,0,28,0,1,0,0,0,1,1,38,0
2264,1,35,0,0,0,0,0,12,0,265,1
2267,0,34,0,0,0,0,0,3,0,154,0
2268,0,45,1,0,0,0,0,15,0,124,1
2269,0,28,0,0,0,0,0,9,0,124,1
2270,1,25,0,0,0,0,0,1,0,7,0
2271,0,21,2,0,0,1,0,1,1,26,0
2272,0,48,1,0,0,0,0,1,0,172,0
2273,0,37,0,1,0,0,0,1,1,38,0
2274,0,24,2,0,0,0,0,3,0,282,1
2275,0,37,0,1,0,0,0,1,1,38,1
2276,0,39,0,1,0,0,0,1,0,326,0
2277,0,24,2,1,0,0,1,1,0,52,1
2278,0,49,1,0,0,0,0,2,0,388,0
2280,0,23,2,0,0,0,0,1,0,388,1
2282,0,43,0,1,0,0,0,5,0,58,0
2283,0,28,0,0,0,0,0,6,1,388,1
2285,0,53,1,0,0,0,0,1,1,92,0
2286,1,27,0,0,0,0,0,2,1,217,1
2287,0,39,0,1,0,0,0,0,1,380,0
2288,0,47,1,0,0,0,0,22,0,154,1
2289,0,28,0,0,0,0,0,4,0,378,1
2291,0,36,0,1,0,0,0,2,0,250,0
2292,1,24,2,0,0,0,0,1,0,388,0
2293,0,35,0,0,0,0,0,0,1,38,0
2294,0,23,2,0,0,0,0,3,0,340,0
2295,0,26,0,0,0,0,0,2,0,7,0
2296,0,31,0,0,0,0,0,7,0,166,1
2297,1,30,0,0,0,3,2,14,0,65,1
2298,0,25,0,1,0,0,0,2,1,123,0
2299,0,24,2,0,0,0,0,6,0,109,1
2300,0,34,0,0,0,0,0,1,0,166,1
2301,0,26,0,0,0,0,0,2,1,38,0
2303,0,60,1,0,0,0,0,0,0,139,0
2304,1,20,2,0,0,0,0,0,0,166,0
2306,0,23,2,1,0,0,0,0,0,250,0
2307,0,26,0,0,0,0,0,5,0,388,1
2308,0,40,0,1,0,0,0,4,1,123,0
2309,0,28,0,0,0,0,0,1,0,154,1
2310,0,49,1,0,0,0,0,1,0,166,1
2312,0,19,2,0,0,1,0,1,0,388,1
2313,0,53,1,1,0,0,0,1,0,388,0
2315,1,24,2,0,0,0,0,0,0,166,0
2316,0,31,0,0,0,0,0,0,0,333,0
2317,1,33,0,1,0,0,0,2,0,286,0
2318,0,26,0,1,0,3,0,8,0,308,1
2320,0,32,0,1,0,0,0,2,0,265,0
2321,0,25,0,1,0,0,0,0,0,388,1
2322,0,21,2,0,0,0,0,1,0,166,0
2323,0,38,0,0,0,0,0,3,0,150,0
2324,0,23,2,1,0,0,0,0,0,158,0
2326,0,20,2,1,0,0,1,0,0,388,1
2327,1,39,0,1,0,0,0,4,0,12,1
2328,0,24,2,0,0,0,0,1,0,59,1
2329,0,23,2,0,0,0,0,0,0,5,0
2330,0,49,1,0,0,0,0,3,0,388,0
2331,0,31,0,0,0,0,0,7,0,245,1
2332,0,20,2,0,0,0,0,1,0,166,1
2333,0,28,0,1,0,0,0,0,1,38,0
2334,0,67,1,1,0,0,0,3,0,388,0
2335,0,33,0,0,0,0,0,0,0,19,0
2338,0,52,1,0,0,0,0,0,0,329,0
2339,0,45,1,0,0,0,0,17,0,155,1
2340,0,27,0,0,0,0,1,8,0,225,1
2341,0,22,2,1,0,0,0,1,0,166,0
2343,0,40,0,1,0,0,0,0,1,38,1
2344,0,30,0,1,0,0,0,1,1,127,1
2345,0,42,0,0,0,0,0,1,0,388,0
2346,0,24,2,0,0,0,1,2,0,143,1
2347,0,46,1,1,0,0,0,4,0,379,0
2348,0,38,0,0,0,0,0,4,0,315,0
2350,1,32,0,0,0,0,0,0,1,194,1
2351,0,26,0,1,0,0,0,0,1,162,0
2352,0,54,1,1,0,0,0,1,1,38,1
2353,0,27,0,0,0,0,0,2,0,187,0
2354,0,61,1,1,0,0,0,1,0,388,0
2355,0,51,1,0,0,0,0,1,1,253,1
2356,0,57,1,1,0,0,0,0,0,7,0
2357,0,24,2,1,0,0,3,3,1,38,1
2358,0,34,0,0,0,0,0,1,0,388,0
2359,0,27,0,0,0,0,0,1,0,346,0
2360,1,28,0,0,0,0,0,10,1,213,1
2361,0,35,0,0,0,0,0,10,1,383,1
2362,0,30,0,0,0,0,0,6,0,124,1
2364,0,44,0,0,0,0,0,0,0,307,0
2366,0,61,1,1,0,0,0,10,0,52,0
2367,0,26,0,0,0,0,0,1,0,388,1
2368,0,48,1,0,1,0,0,10,0,154,1
2369,0,42,0,0,0,0,0,4,1,122,0
2370,0,38,0,1,0,0,0,10,0,282,1
2372,1,53,1,1,0,0,0,0,1,38,0
2373,0,26,0,0,0,0,0,3,1,233,0
2374,0,22,2,0,0,0,0,1,0,59,1
2375,0,50,1,1,0,0,0,0,0,166,0
2376,0,44,0,1,3,0,0,16,1,123,0
2377,0,24,2,0,0,1,3,4,0,2,1
2378,0,21,2,0,0,0,0,0,0,166,1
2379,0,50,1,1,0,0,0,0,0,282,0
2380,1,36,0,1,0,0,0,0,1,38,0
2381,0,39,0,1,0,0,0,0,0,388,0
2383,1,54,1,0,0,0,0,7,0,161,0
2384,0,29,0,0,0,0,0,0,1,302,0
2385,0,26,0,1,0,0,0,0,1,38,0
2386,0,41,0,0,0,0,0,3,0,154,1
2387,0,23,2,0,0,0,0,1,0,166,1
2388,0,34,0,1,0,0,0,0,1,38,0
2389,0,31,0,1,0,0,0,11,0,143,1
2390,0,20,2,0,0,0,0,0,0,166,0
2391,0,49,1,0,0,0,0,10,0,388,1
2392,0,26,0,0,0,0,0,4,0,275,1
2393,0,28,0,0,0,0,0,1,0,282,1
2394,0,26,0,0,0,0,0,0,0,166,0
2395,0,55,1,0,0,0,0,1,0,282,0
2396,0,22,2,0,0,0,0,0,1,296,0
2397,1,26,0,0,0,0,0,0,1,253,0
2398,0,56,1,0,0,0,0,0,1,38,0
2400,0,46,1,0,0,0,0,2,0,272,0
2401,0,58,1,0,0,0,0,16,0,388,1
2402,0,28,0,0,0,0,0,4,0,56,0
2403,0,33,0,0,0,0,0,8,0,290,0
2404,1,31,0,0,0,0,0,0,1,38,0
2405,0,26,0,0,0,0,0,1,1,233,0
2408,0,34,0,1,0,0,0,0,1,38,0
2409,0,33,0,0,0,0,0,0,0,315,0
2410,1,32,0,0,0,0,0,0,0,154,0
2411,0,37,0,0,0,0,0,9,0,225,1
2412,0,50,1,0,0,0,0,1,0,282,0
2413,0,35,0,1,0,0,0,1,0,388,0
2414,1,47,1,1,0,0,0,0,1,294,1
2415,1,52,1,0,0,0,0,8,0,388,0
2416,0,26,0,0,0,1,2,5,0,322,1
2418,0,45,1,0,0,0,0,13,0,154,1
2419,0,19,2,0,0,0,0,0,1,38,1
2420,0,41,0,0,0,0,0,8,0,124,1
2421,0,24,2,0,0,0,0,0,1,38,0
2422,0,21,2,0,0,1,0,1,0,307,0
2423,0,54,1,1,0,0,0,0,1,38,0
2424,0,49,1,1,0,0,0,0,0,162,0
2425,0,42,0,1,0,0,0,1,0,388,0
2426,0,21,2,0,0,0,0,1,0,282,1
2428,0,46,1,1,0,0,0,5,0,40,1
2429,0,74,1,1,0,0,0,0,1,88,0
2430,1,38,0,0,0,0,0,0,0,281,0
2432,1,39,0,0,0,0,0,1,0,388,0
2433,1,38,0,0,0,0,0,0,0,388,0
2434,0,19,2,0,1,0,1,1,0,388,1
2435,0,28,0,1,0,0,0,0,0,59,1
2437,0,25,0,0,0,0,0,1,0,159,1
2438,0,53,1,1,0,0,0,1,1,92,0
2440,0,23,2,0,0,1,0,2,0,59,0
2441,0,55,1,1,0,0,0,33,0,155,1
2442,1,64,1,1,0,0,0,1,0,388,0
2443,0,23,2,0,0,0,0,1,1,38,1
2445,0,23,2,0,0,0,2,4,0,281,1
2446,1,41,0,0,0,0,0,0,0,58,0
2447,0,53,1,0,0,0,0,0,1,123,0
2448,0,34,0,0,0,0,0,0,0,45,0
2449,0,24,2,0,0,0,0,0,0,149,1
2450,0,26,0,0,0,0,0,1,1,80,0
2451,0,44,0,1,0,0,0,4,0,124,0
2452,1,27,0,1,0,0,0,0,0,7,0
2453,0,28,0,1,0,0,0,14,0,219,0
2454,0,55,1,1,0,0,0,1,1,92,0
2456,0,36,0,0,0,0,0,15,0,388,0
2458,0,23,2,0,0,0,0,1,0,388,0
2459,0,56,1,0,0,0,0,1,1,123,0
2460,0,27,0,1,0,0,0,2,0,265,1
2461,0,37,0,1,0,0,0,1,1,38,0
2462,0,32,0,0,0,0,0,1,0,184,1
2463,0,41,0,0,2,0,0,18,1,368,1
2464,0,22,2,0,0,0,0,1,0,44,1
2465,0,37,0,1,0,0,0,1,0,282,1
2466,0,45,1,0,0,0,0,3,1,382,0
2467,1,31,0,0,0,0,0,14,0,11,0
